var,all_models_p_05,all_models_coef_pos_05,all_models_coef_neg_05,all_models_coef_min_05,all_models_coef_max_05,all_models_p_01,all_models_coef_pos_01,all_models_coef_neg_01,all_models_coef_min_01,all_models_coef_max_01,Y_models_p_05,Y_models_coef_pos_05,Y_models_coef_neg_05,Y_models_coef_min_05,Y_models_coef_max_05,Y_models_p_01,Y_models_coef_pos_01,Y_models_coef_neg_01,Y_models_coef_min_01,Y_models_coef_max_01,Q_models_p_05,Q_models_coef_pos_05,Q_models_coef_neg_05,Q_models_coef_min_05,Q_models_coef_max_05,Q_models_p_01,Q_models_coef_pos_01,Q_models_coef_neg_01,Q_models_coef_min_01,Q_models_coef_max_01,B_models_p_05,B_models_coef_pos_05,B_models_coef_neg_05,B_models_coef_min_05,B_models_coef_max_05,B_models_p_01,B_models_coef_pos_01,B_models_coef_neg_01,B_models_coef_min_01,B_models_coef_max_01,C_models_p_05,C_models_coef_pos_05,C_models_coef_neg_05,C_models_coef_min_05,C_models_coef_max_05,C_models_p_01,C_models_coef_pos_01,C_models_coef_neg_01,C_models_coef_min_01,C_models_coef_max_01,V_models_p_05,V_models_coef_pos_05,V_models_coef_neg_05,V_models_coef_min_05,V_models_coef_max_05,V_models_p_01,V_models_coef_pos_01,V_models_coef_neg_01,V_models_coef_min_01,V_models_coef_max_01,SSV_models_p_05,SSV_models_coef_pos_05,SSV_models_coef_neg_05,SSV_models_coef_min_05,SSV_models_coef_max_05,SSV_models_p_01,SSV_models_coef_pos_01,SSV_models_coef_neg_01,SSV_models_coef_min_01,SSV_models_coef_max_01,PP_models_p_05,PP_models_coef_pos_05,PP_models_coef_neg_05,PP_models_coef_min_05,PP_models_coef_max_05,PP_models_p_01,PP_models_coef_pos_01,PP_models_coef_neg_01,PP_models_coef_min_01,PP_models_coef_max_01,l1_models_p_05,l1_models_coef_pos_05,l1_models_coef_neg_05,l1_models_coef_min_05,l1_models_coef_max_05,l1_models_p_01,l1_models_coef_pos_01,l1_models_coef_neg_01,l1_models_coef_min_01,l1_models_coef_max_01,l2_models_p_05,l2_models_coef_pos_05,l2_models_coef_neg_05,l2_models_coef_min_05,l2_models_coef_max_05,l2_models_p_01,l2_models_coef_pos_01,l2_models_coef_neg_01,l2_models_coef_min_01,l2_models_coef_max_01,l3_models_p_05,l3_models_coef_pos_05,l3_models_coef_neg_05,l3_models_coef_min_05,l3_models_coef_max_05,l3_models_p_01,l3_models_coef_pos_01,l3_models_coef_neg_01,l3_models_coef_min_01,l3_models_coef_max_01,l4_models_p_05,l4_models_coef_pos_05,l4_models_coef_neg_05,l4_models_coef_min_05,l4_models_coef_max_05,l4_models_p_01,l4_models_coef_pos_01,l4_models_coef_neg_01,l4_models_coef_min_01,l4_models_coef_max_01
sp75_1437,4,4,0,1.473841,2.730516,3,3,0,1.473841,1.785681,0,0,0,NA,NA,0,0,0,NA,NA,4,4,0,1.473841,2.730516,3,3,0,1.473841,1.785681,0,0,0,NA,NA,0,0,0,NA,NA,4,4,0,1.473841,2.730516,3,3,0,1.473841,1.785681,2,2,0,1.473841,1.73529,2,2,0,1.473841,1.73529,2,2,0,1.785681,2.730516,1,1,0,1.785681,1.785681,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.73529,2.730516,1,1,0,1.73529,1.73529,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.473841,1.785681,2,2,0,1.473841,1.785681
sp75_1438,6,3,3,5.5e-12,9.157286,6,3,3,5.5e-12,9.157286,3,3,0,2.142315,9.157286,3,3,0,2.142315,9.157286,3,0,3,5.5e-12,5.41e-10,3,0,3,5.5e-12,5.41e-10,0,0,0,NA,NA,0,0,0,NA,NA,6,3,3,5.5e-12,9.157286,6,3,3,5.5e-12,9.157286,6,3,3,5.5e-12,9.157286,6,3,3,5.5e-12,9.157286,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,1,1,5.5e-12,9.157286,2,1,1,5.5e-12,9.157286,2,1,1,2.02e-11,8.233992,2,1,1,2.02e-11,8.233992,2,1,1,5.41e-10,2.142315,2,1,1,5.41e-10,2.142315,0,0,0,NA,NA,0,0,0,NA,NA
sp75_150,8,8,0,1.004314,11.97617,6,6,0,1.004314,11.97617,2,2,0,1.006076,1.210993,1,1,0,1.210993,1.210993,6,6,0,1.004314,11.97617,5,5,0,1.004314,11.97617,3,3,0,1.012834,11.97617,3,3,0,1.012834,11.97617,5,5,0,1.004314,2.79467,3,3,0,1.004314,2.79467,1,1,0,1.910942,1.910942,1,1,0,1.910942,1.910942,3,3,0,1.210993,11.97617,3,3,0,1.210993,11.97617,4,4,0,1.004314,1.012834,2,2,0,1.004314,1.012834,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.006076,1.006849,0,0,0,NA,NA,2,2,0,1.004314,1.012834,2,2,0,1.004314,1.012834,4,4,0,1.210993,11.97617,4,4,0,1.210993,11.97617
sp75_151,6,3,3,0.1325652,15.10588,5,3,2,0.1325652,15.10588,2,2,0,1.023463,1.354854,2,2,0,1.023463,1.354854,4,1,3,0.1325652,15.10588,3,1,2,0.1325652,15.10588,4,2,2,0.1325652,15.10588,3,2,1,0.1325652,15.10588,2,1,1,0.3550961,1.354854,2,1,1,0.3550961,1.354854,2,2,0,1.354854,15.10588,2,2,0,1.354854,15.10588,3,0,3,0.1325652,0.3550961,2,0,2,0.1325652,0.3550961,1,1,0,1.023463,1.023463,1,1,0,1.023463,1.023463,1,1,0,15.10588,15.10588,1,1,0,15.10588,15.10588,0,0,0,NA,NA,0,0,0,NA,NA,3,1,2,0.1325652,1.354854,3,1,2,0.1325652,1.354854,2,1,1,0.3013063,1.023463,1,1,0,1.023463,1.023463
sp75_153,7,5,2,9.75e-06,4.2221,2,1,1,0.2047194,1.002624,4,3,1,9.75e-06,1.00394,1,1,0,1.002624,1.002624,3,2,1,0.2047194,4.2221,1,0,1,0.2047194,0.2047194,1,0,1,9.75e-06,9.75e-06,0,0,0,NA,NA,6,5,1,0.2047194,4.2221,2,1,1,0.2047194,1.002624,0,0,0,NA,NA,0,0,0,NA,NA,3,1,2,9.75e-06,4.2221,1,0,1,0.2047194,0.2047194,4,4,0,1.002624,1.006313,1,1,0,1.002624,1.002624,2,1,1,0.2047194,1.003785,1,0,1,0.2047194,0.2047194,2,2,0,1.00394,4.2221,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,2,1,9.75e-06,1.006313,1,1,0,1.002624,1.002624
sp75_155,6,1,5,0.0419931,1.497489,3,1,2,0.0419931,1.497489,2,1,1,0.7934951,1.497489,1,1,0,1.497489,1.497489,4,0,4,0.0419931,0.7418791,2,0,2,0.0419931,0.426944,1,0,1,0.0419931,0.0419931,1,0,1,0.0419931,0.0419931,5,1,4,0.426944,1.497489,2,1,1,0.426944,1.497489,1,0,1,0.6951332,0.6951332,0,0,0,NA,NA,5,1,4,0.0419931,1.497489,3,1,2,0.0419931,1.497489,0,0,0,NA,NA,0,0,0,NA,NA,2,1,1,0.7418791,1.497489,1,1,0,1.497489,1.497489,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.6951332,0.6951332,0,0,0,NA,NA,3,0,3,0.0419931,0.7934951,2,0,2,0.0419931,0.426944
sp75_156,12,6,6,1.26e-09,14.40702,7,2,5,1.26e-09,14.40702,4,1,3,0.5904919,1.806737,2,0,2,0.5904919,0.6871426,8,5,3,1.26e-09,14.40702,5,2,3,1.26e-09,14.40702,6,4,2,0.2301654,14.40702,3,1,2,0.2301654,14.40702,6,2,4,1.26e-09,4.256296,4,1,3,1.26e-09,4.256296,3,2,1,0.8571227,14.40702,1,1,0,14.40702,14.40702,7,2,5,1.26e-09,4.256296,6,1,5,1.26e-09,4.256296,2,2,0,1.010561,1.028728,0,0,0,NA,NA,3,3,0,1.028728,14.40702,2,2,0,4.256296,14.40702,2,1,1,1.26e-09,1.806737,1,0,1,1.26e-09,1.26e-09,2,2,0,1.010561,1.89053,0,0,0,NA,NA,5,0,5,0.2301654,0.8571227,4,0,4,0.2301654,0.6871426
sp75_160,2,1,1,0.9148532,1.011358,2,1,1,0.9148532,1.011358,1,0,1,0.9148532,0.9148532,1,0,1,0.9148532,0.9148532,1,1,0,1.011358,1.011358,1,1,0,1.011358,1.011358,1,0,1,0.9148532,0.9148532,1,0,1,0.9148532,0.9148532,1,1,0,1.011358,1.011358,1,1,0,1.011358,1.011358,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,1,1,0.9148532,1.011358,2,1,1,0.9148532,1.011358,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.011358,1.011358,1,1,0,1.011358,1.011358,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9148532,0.9148532,1,0,1,0.9148532,0.9148532
sp75_1600_2,6,0,6,0.7720156,0.9992579,0,0,0,NA,NA,6,0,6,0.7720156,0.9992579,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,5,0,5,0.8290278,0.9992579,0,0,0,NA,NA,1,0,1,0.7720156,0.7720156,0,0,0,NA,NA,2,0,2,0.8290278,0.9595442,0,0,0,NA,NA,1,0,1,0.7720156,0.7720156,0,0,0,NA,NA,3,0,3,0.9971459,0.9992579,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0.7720156,0.9971459,0,0,0,NA,NA,1,0,1,0.9990783,0.9990783,0,0,0,NA,NA,2,0,2,0.9595442,0.9992579,0,0,0,NA,NA
sp75_1712_10,5,0,5,0.8468162,0.9992522,1,0,1,0.9992522,0.9992522,4,0,4,0.8468162,0.9992522,1,0,1,0.9992522,0.9992522,1,0,1,0.9980098,0.9980098,0,0,0,NA,NA,1,0,1,0.9922141,0.9922141,0,0,0,NA,NA,4,0,4,0.8468162,0.9992522,1,0,1,0.9992522,0.9992522,2,0,2,0.8468162,0.9472681,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0.9922141,0.9992522,1,0,1,0.9992522,0.9992522,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.8468162,0.8468162,0,0,0,NA,NA,2,0,2,0.9472681,0.9980098,0,0,0,NA,NA,2,0,2,0.9922141,0.9992522,1,0,1,0.9992522,0.9992522
sp75_1712_6,2,2,0,3.865246,1562274,2,2,0,3.865246,1562274,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,3.865246,1562274,2,2,0,3.865246,1562274,2,2,0,3.865246,1562274,2,2,0,3.865246,1562274,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,3.865246,1562274,2,2,0,3.865246,1562274,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,3.865246,3.865246,1,1,0,3.865246,3.865246,1,1,0,1562274,1562274,1,1,0,1562274,1562274
sp75_1720,1,0,1,0.9996855,0.9996855,0,0,0,NA,NA,1,0,1,0.9996855,0.9996855,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9996855,0.9996855,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9996855,0.9996855,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9996855,0.9996855,0,0,0,NA,NA
sp75_1721,20,6,14,2.19e-10,1.023624,18,5,13,2.19e-10,1.023624,9,3,6,2.19e-10,1.01507,9,3,6,2.19e-10,1.01507,11,3,8,5.9e-10,1.023624,9,2,7,5.9e-10,1.023624,3,1,2,0.424834,1.009536,1,0,1,0.7385037,0.7385037,17,5,12,2.19e-10,1.023624,17,5,12,2.19e-10,1.023624,5,0,5,5.9e-10,0.8020295,4,0,4,5.9e-10,0.8020295,8,0,8,2.19e-10,0.8785957,8,0,8,2.19e-10,0.8785957,7,6,1,0.5025248,1.023624,6,5,1,0.5025248,1.023624,5,1,4,5.9e-10,1.01507,5,1,4,5.9e-10,1.01507,4,2,2,2.19e-10,1.023624,4,2,2,2.19e-10,1.023624,5,3,2,1.36e-08,1.014777,4,2,2,1.36e-08,1.014777,6,0,6,0.4234035,0.8785957,5,0,5,0.4234035,0.8785957
sp75_1725,4,4,0,1.000151,1.040905,2,2,0,1.000246,1.010496,3,3,0,1.000246,1.040905,2,2,0,1.000246,1.010496,1,1,0,1.000151,1.000151,0,0,0,NA,NA,4,4,0,1.000151,1.040905,2,2,0,1.000246,1.010496,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.010496,1.040905,1,1,0,1.010496,1.010496,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.000151,1.000246,1,1,0,1.000246,1.000246,1,1,0,1.040905,1.040905,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.000151,1.010496,2,2,0,1.000246,1.010496
sp75_1726,12,12,0,1.000743,1.468963,5,5,0,1.000743,1.394608,4,4,0,1.000743,1.175846,1,1,0,1.000743,1.000743,8,8,0,1.002544,1.468963,4,4,0,1.002544,1.394608,7,7,0,1.004393,1.468963,2,2,0,1.008617,1.394608,5,5,0,1.000743,1.169321,3,3,0,1.000743,1.169321,4,4,0,1.043093,1.394608,2,2,0,1.169321,1.394608,3,3,0,1.162077,1.468963,0,0,0,NA,NA,5,5,0,1.000743,1.008617,3,3,0,1.000743,1.008617,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.006367,1.468963,0,0,0,NA,NA,10,10,0,1.000743,1.394608,5,5,0,1.000743,1.394608
sp75_1727,12,3,9,1.23e-11,2.751391,11,2,9,1.23e-11,2.751391,3,1,2,0.6541036,1.253046,2,0,2,0.6541036,0.8408084,9,2,7,1.23e-11,2.751391,9,2,7,1.23e-11,2.751391,1,1,0,2.751391,2.751391,1,1,0,2.751391,2.751391,11,2,9,1.23e-11,2.003288,10,1,9,1.23e-11,2.003288,2,0,2,1.23e-11,2.73e-11,2,0,2,1.23e-11,2.73e-11,5,3,2,2.23e-10,2.751391,4,2,2,2.23e-10,2.751391,5,0,5,0.5846674,0.8408084,5,0,5,0.5846674,0.8408084,3,0,3,2.73e-11,0.6070572,3,0,3,2.73e-11,0.6070572,4,0,4,1.23e-11,0.6541036,4,0,4,1.23e-11,0.6541036,5,3,2,0.5846674,2.751391,4,2,2,0.5846674,2.751391,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1728,14,14,0,1.00484,2.1629,7,7,0,1.010783,2.012323,4,4,0,1.108686,1.665215,2,2,0,1.587874,1.665215,10,10,0,1.00484,2.1629,5,5,0,1.010783,2.012323,2,2,0,1.870726,2.012323,2,2,0,1.870726,2.012323,12,12,0,1.00484,2.1629,5,5,0,1.010783,1.726246,3,3,0,1.285251,1.899488,1,1,0,1.870726,1.870726,9,9,0,1.108686,2.1629,5,5,0,1.585072,2.012323,2,2,0,1.00484,1.010783,1,1,0,1.010783,1.010783,2,2,0,1.665215,2.1629,1,1,0,1.665215,1.665215,4,4,0,1.010783,2.032678,2,2,0,1.010783,1.587874,3,3,0,1.00484,1.726246,1,1,0,1.726246,1.726246,5,5,0,1.108686,2.012323,3,3,0,1.585072,2.012323
sp75_1729,8,1,7,0.4977015,1.013389,5,1,4,0.5570969,1.013389,3,1,2,0.9022928,1.013389,2,1,1,0.9022928,1.013389,5,0,5,0.4977015,0.9911787,3,0,3,0.5570969,0.9911787,2,1,1,0.5570969,1.013389,2,1,1,0.5570969,1.013389,6,0,6,0.4977015,0.9911787,3,0,3,0.6503204,0.9911787,4,0,4,0.5570969,0.9022928,3,0,3,0.5570969,0.9022928,2,0,2,0.4977015,0.9451443,0,0,0,NA,NA,2,1,1,0.9911787,1.013389,2,1,1,0.9911787,1.013389,3,0,3,0.4977015,0.9911787,1,0,1,0.9911787,0.9911787,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,5,1,4,0.5570969,1.013389,4,1,3,0.5570969,1.013389
sp75_1730,4,3,1,0.9135609,1.011267,0,0,0,NA,NA,3,2,1,0.9135609,1.011267,0,0,0,NA,NA,1,1,0,1.003239,1.003239,0,0,0,NA,NA,2,2,0,1.007524,1.011267,0,0,0,NA,NA,2,1,1,0.9135609,1.003239,0,0,0,NA,NA,1,0,1,0.9135609,0.9135609,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.003239,1.011267,0,0,0,NA,NA,1,0,1,0.9135609,0.9135609,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.003239,1.007524,0,0,0,NA,NA,1,1,0,1.011267,1.011267,0,0,0,NA,NA
sp75_1731,15,4,11,0.9161298,1.021758,5,0,5,0.9161298,0.9879325,11,2,9,0.9161298,1.001285,4,0,4,0.9161298,0.9879325,4,2,2,0.9693407,1.021758,1,0,1,0.9693407,0.9693407,11,0,11,0.9161298,0.9998733,5,0,5,0.9161298,0.9879325,4,4,0,1.000012,1.021758,0,0,0,NA,NA,4,0,4,0.9557203,0.9879325,3,0,3,0.9557203,0.9879325,6,3,3,0.9161298,1.021758,2,0,2,0.9161298,0.9805387,5,1,4,0.9995225,1.000012,0,0,0,NA,NA,5,0,5,0.9470324,0.9996345,1,0,1,0.9693407,0.9693407,4,1,3,0.9161298,1.021758,2,0,2,0.9161298,0.9557203,3,0,3,0.9805387,0.9998733,2,0,2,0.9805387,0.9879325,3,3,0,1.000012,1.005769,0,0,0,NA,NA
sp75_1903,6,5,1,0.6176629,4.466944,0,0,0,NA,NA,2,1,1,0.6176629,1.000271,0,0,0,NA,NA,4,4,0,1.002432,4.466944,0,0,0,NA,NA,5,4,1,0.6176629,4.466944,0,0,0,NA,NA,1,1,0,1.000271,1.000271,0,0,0,NA,NA,1,1,0,1.236095,1.236095,0,0,0,NA,NA,2,1,1,0.6176629,4.466944,0,0,0,NA,NA,3,3,0,1.000271,1.003611,0,0,0,NA,NA,1,1,0,4.466944,4.466944,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.003611,1.236095,0,0,0,NA,NA,3,2,1,0.6176629,1.002432,0,0,0,NA,NA
sp75_1909,7,6,1,0.9999558,1.067869,2,2,0,1.000254,1.067869,3,2,1,0.9999558,1.009057,1,1,0,1.000254,1.000254,4,4,0,1.000371,1.067869,1,1,0,1.067869,1.067869,1,1,0,1.000254,1.000254,1,1,0,1.000254,1.000254,6,5,1,0.9999558,1.067869,1,1,0,1.067869,1.067869,3,3,0,1.008286,1.022687,0,0,0,NA,NA,1,1,0,1.067869,1.067869,1,1,0,1.067869,1.067869,3,2,1,0.9999558,1.000371,1,1,0,1.000254,1.000254,2,2,0,1.000371,1.067869,1,1,0,1.067869,1.067869,2,2,0,1.009057,1.022687,0,0,0,NA,NA,1,1,0,1.008286,1.008286,0,0,0,NA,NA,2,1,1,0.9999558,1.000254,1,1,0,1.000254,1.000254
sp75_1910,4,4,0,1.000073,1.10668,3,3,0,1.000325,1.10668,1,1,0,1.000073,1.000073,0,0,0,NA,NA,3,3,0,1.000325,1.10668,3,3,0,1.000325,1.10668,2,2,0,1.000807,1.10668,2,2,0,1.000807,1.10668,2,2,0,1.000073,1.000325,1,1,0,1.000325,1.000325,1,1,0,1.10668,1.10668,1,1,0,1.10668,1.10668,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.000073,1.000807,2,2,0,1.000325,1.000807,1,1,0,1.10668,1.10668,1,1,0,1.10668,1.10668,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.000073,1.000807,2,2,0,1.000325,1.000807
sp75_1911,2,0,2,0.8870254,0.8960599,1,0,1,0.8960599,0.8960599,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.8870254,0.8960599,1,0,1,0.8960599,0.8960599,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.8870254,0.8960599,1,0,1,0.8960599,0.8960599,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.8870254,0.8960599,1,0,1,0.8960599,0.8960599,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.8870254,0.8870254,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.8960599,0.8960599,1,0,1,0.8960599,0.8960599,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1912,4,4,0,1.006929,2.217417,1,1,0,1.006929,1.006929,1,1,0,1.006929,1.006929,1,1,0,1.006929,1.006929,3,3,0,1.638329,2.217417,0,0,0,NA,NA,2,2,0,1.006929,2.217417,1,1,0,1.006929,1.006929,2,2,0,1.638329,2.021025,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.638329,2.217417,0,0,0,NA,NA,1,1,0,1.006929,1.006929,1,1,0,1.006929,1.006929,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,2.021025,2.021025,0,0,0,NA,NA,2,2,0,1.638329,2.217417,0,0,0,NA,NA,1,1,0,1.006929,1.006929,1,1,0,1.006929,1.006929
sp75_1913,8,7,1,0.9933217,1.616077,5,5,0,1.041145,1.616077,6,5,1,0.9933217,1.316644,3,3,0,1.041145,1.2215,2,2,0,1.198394,1.616077,2,2,0,1.198394,1.616077,2,1,1,0.9933217,1.316644,0,0,0,NA,NA,6,6,0,1.000929,1.616077,5,5,0,1.041145,1.616077,0,0,0,NA,NA,0,0,0,NA,NA,6,6,0,1.041145,1.616077,5,5,0,1.041145,1.616077,2,1,1,0.9933217,1.000929,0,0,0,NA,NA,2,2,0,1.2215,1.616077,2,2,0,1.2215,1.616077,1,1,0,1.170658,1.170658,1,1,0,1.170658,1.170658,3,2,1,0.9933217,1.198394,2,2,0,1.041145,1.198394,2,2,0,1.000929,1.316644,0,0,0,NA,NA
sp75_1914,3,1,2,0.9993758,1.026404,1,0,1,0.9993758,0.9993758,2,1,1,0.9993758,1.026404,1,0,1,0.9993758,0.9993758,1,0,1,0.9996242,0.9996242,0,0,0,NA,NA,2,0,2,0.9993758,0.9996242,1,0,1,0.9993758,0.9993758,1,1,0,1.026404,1.026404,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.026404,1.026404,0,0,0,NA,NA,2,0,2,0.9993758,0.9996242,1,0,1,0.9993758,0.9993758,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.026404,1.026404,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.9993758,0.9996242,1,0,1,0.9993758,0.9993758
sp75_1915,3,2,1,0.6178446,1.484681,1,0,1,0.6178446,0.6178446,1,0,1,0.6178446,0.6178446,1,0,1,0.6178446,0.6178446,2,2,0,1.002659,1.484681,0,0,0,NA,NA,1,0,1,0.6178446,0.6178446,1,0,1,0.6178446,0.6178446,2,2,0,1.002659,1.484681,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,1,1,0.6178446,1.484681,1,0,1,0.6178446,0.6178446,1,1,0,1.002659,1.002659,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.484681,1.484681,0,0,0,NA,NA,1,1,0,1.002659,1.002659,0,0,0,NA,NA,1,0,1,0.6178446,0.6178446,1,0,1,0.6178446,0.6178446
sp75_202,6,6,0,1.000457,1.028936,2,2,0,1.000457,1.02868,6,6,0,1.000457,1.028936,2,2,0,1.000457,1.02868,0,0,0,NA,NA,0,0,0,NA,NA,6,6,0,1.000457,1.028936,2,2,0,1.000457,1.02868,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.02039,1.021703,0,0,0,NA,NA,3,3,0,1.008299,1.028936,1,1,0,1.02868,1.02868,1,1,0,1.000457,1.000457,1,1,0,1.000457,1.000457,3,3,0,1.000457,1.02868,2,2,0,1.000457,1.02868,2,2,0,1.02039,1.028936,0,0,0,NA,NA,1,1,0,1.008299,1.008299,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_208,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_211,1,1,0,1.000099,1.000099,0,0,0,NA,NA,1,1,0,1.000099,1.000099,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.000099,1.000099,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.000099,1.000099,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.000099,1.000099,0,0,0,NA,NA
sp75_212,13,2,11,0.6813216,1.002504,8,1,7,0.7297677,1.000395,6,2,4,0.6813216,1.002504,2,1,1,0.8731904,1.000395,7,0,7,0.7297677,0.997268,6,0,6,0.7297677,0.997268,9,1,8,0.6813216,1.002504,6,0,6,0.7297677,0.997268,4,1,3,0.940965,1.000395,2,1,1,0.940965,1.000395,9,0,9,0.6813216,0.9496597,6,0,6,0.7297677,0.940965,1,0,1,0.8597434,0.8597434,0,0,0,NA,NA,3,2,1,0.997268,1.002504,2,1,1,0.997268,1.000395,2,0,2,0.7773633,0.9496597,1,0,1,0.7773633,0.7773633,3,0,3,0.6813216,0.9434014,1,0,1,0.7297677,0.7297677,5,0,5,0.8192512,0.997268,4,0,4,0.8192512,0.997268,3,2,1,0.8934496,1.002504,2,1,1,0.8934496,1.000395
sp75_214,1,0,1,0.6710314,0.6710314,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.6710314,0.6710314,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.6710314,0.6710314,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.6710314,0.6710314,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.6710314,0.6710314,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_312,2,1,1,0.6975505,1.017472,0,0,0,NA,NA,1,1,0,1.017472,1.017472,0,0,0,NA,NA,1,0,1,0.6975505,0.6975505,0,0,0,NA,NA,1,0,1,0.6975505,0.6975505,0,0,0,NA,NA,1,1,0,1.017472,1.017472,0,0,0,NA,NA,1,1,0,1.017472,1.017472,0,0,0,NA,NA,1,0,1,0.6975505,0.6975505,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,1,1,0.6975505,1.017472,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
