var,all_models_p_05,all_models_coef_pos_05,all_models_coef_neg_05,all_models_coef_min_05,all_models_coef_max_05,all_models_p_01,all_models_coef_pos_01,all_models_coef_neg_01,all_models_coef_min_01,all_models_coef_max_01,Y_models_p_05,Y_models_coef_pos_05,Y_models_coef_neg_05,Y_models_coef_min_05,Y_models_coef_max_05,Y_models_p_01,Y_models_coef_pos_01,Y_models_coef_neg_01,Y_models_coef_min_01,Y_models_coef_max_01,Q_models_p_05,Q_models_coef_pos_05,Q_models_coef_neg_05,Q_models_coef_min_05,Q_models_coef_max_05,Q_models_p_01,Q_models_coef_pos_01,Q_models_coef_neg_01,Q_models_coef_min_01,Q_models_coef_max_01,B_models_p_05,B_models_coef_pos_05,B_models_coef_neg_05,B_models_coef_min_05,B_models_coef_max_05,B_models_p_01,B_models_coef_pos_01,B_models_coef_neg_01,B_models_coef_min_01,B_models_coef_max_01,C_models_p_05,C_models_coef_pos_05,C_models_coef_neg_05,C_models_coef_min_05,C_models_coef_max_05,C_models_p_01,C_models_coef_pos_01,C_models_coef_neg_01,C_models_coef_min_01,C_models_coef_max_01,V_models_p_05,V_models_coef_pos_05,V_models_coef_neg_05,V_models_coef_min_05,V_models_coef_max_05,V_models_p_01,V_models_coef_pos_01,V_models_coef_neg_01,V_models_coef_min_01,V_models_coef_max_01,SSV_models_p_05,SSV_models_coef_pos_05,SSV_models_coef_neg_05,SSV_models_coef_min_05,SSV_models_coef_max_05,SSV_models_p_01,SSV_models_coef_pos_01,SSV_models_coef_neg_01,SSV_models_coef_min_01,SSV_models_coef_max_01,PP_models_p_05,PP_models_coef_pos_05,PP_models_coef_neg_05,PP_models_coef_min_05,PP_models_coef_max_05,PP_models_p_01,PP_models_coef_pos_01,PP_models_coef_neg_01,PP_models_coef_min_01,PP_models_coef_max_01,l1_models_p_05,l1_models_coef_pos_05,l1_models_coef_neg_05,l1_models_coef_min_05,l1_models_coef_max_05,l1_models_p_01,l1_models_coef_pos_01,l1_models_coef_neg_01,l1_models_coef_min_01,l1_models_coef_max_01,l2_models_p_05,l2_models_coef_pos_05,l2_models_coef_neg_05,l2_models_coef_min_05,l2_models_coef_max_05,l2_models_p_01,l2_models_coef_pos_01,l2_models_coef_neg_01,l2_models_coef_min_01,l2_models_coef_max_01,l3_models_p_05,l3_models_coef_pos_05,l3_models_coef_neg_05,l3_models_coef_min_05,l3_models_coef_max_05,l3_models_p_01,l3_models_coef_pos_01,l3_models_coef_neg_01,l3_models_coef_min_01,l3_models_coef_max_01,l4_models_p_05,l4_models_coef_pos_05,l4_models_coef_neg_05,l4_models_coef_min_05,l4_models_coef_max_05,l4_models_p_01,l4_models_coef_pos_01,l4_models_coef_neg_01,l4_models_coef_min_01,l4_models_coef_max_01
sp75_1106,3,3,0,1.007289,1.446185,0,0,0,NA,NA,1,1,0,1.037463,1.037463,0,0,0,NA,NA,2,2,0,1.007289,1.446185,0,0,0,NA,NA,2,2,0,1.007289,1.446185,0,0,0,NA,NA,1,1,0,1.037463,1.037463,0,0,0,NA,NA,2,2,0,1.037463,1.446185,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.007289,1.007289,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.007289,1.446185,0,0,0,NA,NA,1,1,0,1.037463,1.037463,0,0,0,NA,NA
sp75_1106_2,2,0,2,0.949193,0.9869407,0,0,0,NA,NA,1,0,1,0.9869407,0.9869407,0,0,0,NA,NA,1,0,1,0.949193,0.949193,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.949193,0.9869407,0,0,0,NA,NA,2,0,2,0.949193,0.9869407,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.949193,0.9869407,0,0,0,NA,NA
sp75_1106_3,8,8,0,1.00078,1.229151,5,5,0,1.00078,1.113099,3,3,0,1.019596,1.070868,2,2,0,1.030709,1.070868,5,5,0,1.00078,1.229151,3,3,0,1.00078,1.113099,2,2,0,1.090204,1.229151,0,0,0,NA,NA,6,6,0,1.00078,1.113099,5,5,0,1.00078,1.113099,3,3,0,1.030709,1.090204,2,2,0,1.030709,1.035226,4,4,0,1.019596,1.229151,2,2,0,1.070868,1.113099,1,1,0,1.00078,1.00078,1,1,0,1.00078,1.00078,6,6,0,1.00078,1.229151,4,4,0,1.00078,1.070868,1,1,0,1.113099,1.113099,1,1,0,1.113099,1.113099,1,1,0,1.019596,1.019596,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1106_4,2,2,0,1.006321,1.195765,0,0,0,NA,NA,2,2,0,1.006321,1.195765,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.006321,1.195765,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.195765,1.195765,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.006321,1.006321,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.006321,1.195765,0,0,0,NA,NA
sp75_1106_5,3,0,3,0.7299731,0.9983862,1,0,1,0.9983862,0.9983862,1,0,1,0.9983862,0.9983862,1,0,1,0.9983862,0.9983862,2,0,2,0.7299731,0.8377085,0,0,0,NA,NA,3,0,3,0.7299731,0.9983862,1,0,1,0.9983862,0.9983862,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.8377085,0.8377085,0,0,0,NA,NA,1,0,1,0.7299731,0.7299731,0,0,0,NA,NA,1,0,1,0.9983862,0.9983862,1,0,1,0.9983862,0.9983862,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.7299731,0.8377085,0,0,0,NA,NA,1,0,1,0.9983862,0.9983862,1,0,1,0.9983862,0.9983862
sp75_1106_6,3,2,1,0.4621971,1.021036,1,1,0,1.012051,1.012051,2,1,1,0.4621971,1.012051,1,1,0,1.012051,1.012051,1,1,0,1.021036,1.021036,0,0,0,NA,NA,1,0,1,0.4621971,0.4621971,0,0,0,NA,NA,2,2,0,1.012051,1.021036,1,1,0,1.012051,1.012051,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.4621971,0.4621971,0,0,0,NA,NA,2,2,0,1.012051,1.021036,1,1,0,1.012051,1.012051,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,2,1,0.4621971,1.021036,1,1,0,1.012051,1.012051
sp75_1107_14,14,13,1,9.01e-06,20.21362,9,8,1,9.01e-06,3.082204,4,4,0,1.002615,1.993964,2,2,0,1.360676,1.993964,10,9,1,9.01e-06,20.21362,7,6,1,9.01e-06,3.082204,3,2,1,9.01e-06,20.21362,1,0,1,9.01e-06,9.01e-06,11,11,0,1.002615,3.082204,8,8,0,1.009827,3.082204,4,4,0,1.360676,20.21362,2,2,0,1.360676,2.64078,6,5,1,9.01e-06,3.082204,5,4,1,9.01e-06,3.082204,4,4,0,1.002615,1.027147,2,2,0,1.009827,1.010408,4,4,0,1.009827,3.082204,3,3,0,1.009827,3.082204,1,1,0,2.892507,2.892507,1,1,0,2.892507,2.892507,0,0,0,NA,NA,0,0,0,NA,NA,9,8,1,9.01e-06,20.21362,5,4,1,9.01e-06,2.643272
sp75_1400,3,2,1,0.9968455,3.292583,0,0,0,NA,NA,2,2,0,1.000506,3.292583,0,0,0,NA,NA,1,0,1,0.9968455,0.9968455,0,0,0,NA,NA,1,1,0,3.292583,3.292583,0,0,0,NA,NA,2,1,1,0.9968455,1.000506,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,3.292583,3.292583,0,0,0,NA,NA,2,1,1,0.9968455,1.000506,0,0,0,NA,NA,2,1,1,0.9968455,3.292583,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.000506,1.000506,0,0,0,NA,NA
sp75_1400_1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1400_2,3,1,2,4.89e-07,1.018297,1,0,1,4.89e-07,4.89e-07,2,1,1,0.4120115,1.018297,0,0,0,NA,NA,1,0,1,4.89e-07,4.89e-07,1,0,1,4.89e-07,4.89e-07,2,1,1,4.89e-07,1.018297,1,0,1,4.89e-07,4.89e-07,1,0,1,0.4120115,0.4120115,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,4.89e-07,0.4120115,1,0,1,4.89e-07,4.89e-07,1,1,0,1.018297,1.018297,0,0,0,NA,NA,1,0,1,0.4120115,0.4120115,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,1,1,4.89e-07,1.018297,1,0,1,4.89e-07,4.89e-07
sp75_1400_3,3,1,2,0.7981741,1.00275,0,0,0,NA,NA,2,0,2,0.7981741,0.9501973,0,0,0,NA,NA,1,1,0,1.00275,1.00275,0,0,0,NA,NA,2,1,1,0.7981741,1.00275,0,0,0,NA,NA,1,0,1,0.9501973,0.9501973,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.7981741,0.9501973,0,0,0,NA,NA,1,1,0,1.00275,1.00275,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.00275,1.00275,0,0,0,NA,NA,2,0,2,0.7981741,0.9501973,0,0,0,NA,NA
sp75_1400_4,5,0,5,0.4312047,0.9967058,1,0,1,0.4312047,0.4312047,0,0,0,NA,NA,0,0,0,NA,NA,5,0,5,0.4312047,0.9967058,1,0,1,0.4312047,0.4312047,3,0,3,0.7510656,0.9917468,0,0,0,NA,NA,2,0,2,0.4312047,0.9967058,1,0,1,0.4312047,0.4312047,1,0,1,0.7510656,0.7510656,0,0,0,NA,NA,1,0,1,0.4312047,0.4312047,1,0,1,0.4312047,0.4312047,3,0,3,0.9897635,0.9967058,0,0,0,NA,NA,1,0,1,0.4312047,0.4312047,1,0,1,0.4312047,0.4312047,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9917468,0.9917468,0,0,0,NA,NA,3,0,3,0.7510656,0.9967058,0,0,0,NA,NA
sp75_1401,5,2,3,0.2000055,3.828213,1,0,1,0.9551005,0.9551005,2,1,1,0.9551005,1.008585,1,0,1,0.9551005,0.9551005,3,1,2,0.2000055,3.828213,0,0,0,NA,NA,4,1,3,0.2000055,3.828213,1,0,1,0.9551005,0.9551005,1,1,0,1.008585,1.008585,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,1,1,0.2000055,3.828213,0,0,0,NA,NA,3,1,2,0.9551005,1.008585,1,0,1,0.9551005,0.9551005,3,1,2,0.2000055,1.008585,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,1,1,0.9551005,3.828213,1,0,1,0.9551005,0.9551005
sp75_1401_1,3,1,2,0.5665966,1.023219,1,0,1,0.7887979,0.7887979,1,0,1,0.7887979,0.7887979,1,0,1,0.7887979,0.7887979,2,1,1,0.5665966,1.023219,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,1,2,0.5665966,1.023219,1,0,1,0.7887979,0.7887979,2,0,2,0.5665966,0.7887979,1,0,1,0.7887979,0.7887979,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.023219,1.023219,0,0,0,NA,NA,1,1,0,1.023219,1.023219,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.5665966,0.7887979,1,0,1,0.7887979,0.7887979
sp75_1402_2,1,0,1,0.5385429,0.5385429,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.5385429,0.5385429,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.5385429,0.5385429,0,0,0,NA,NA,1,0,1,0.5385429,0.5385429,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.5385429,0.5385429,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1403_10,8,8,0,1.000142,1.638101,2,2,0,1.000142,1.001983,5,5,0,1.000142,1.638101,1,1,0,1.000142,1.000142,3,3,0,1.001983,1.038263,1,1,0,1.001983,1.001983,5,5,0,1.001983,1.638101,1,1,0,1.001983,1.001983,3,3,0,1.000142,1.014279,1,1,0,1.000142,1.000142,4,4,0,1.004443,1.208075,0,0,0,NA,NA,2,2,0,1.395262,1.638101,0,0,0,NA,NA,2,2,0,1.000142,1.001983,2,2,0,1.000142,1.001983,2,2,0,1.208075,1.395262,0,0,0,NA,NA,1,1,0,1.638101,1.638101,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,5,5,0,1.000142,1.038263,2,2,0,1.000142,1.001983
sp75_1403_11,6,6,0,1.669317,1603.086,5,5,0,1.819273,1603.086,3,3,0,1.669317,3.277519,2,2,0,1.955738,3.277519,3,3,0,1.819273,1603.086,3,3,0,1.819273,1603.086,1,1,0,1603.086,1603.086,1,1,0,1603.086,1603.086,5,5,0,1.669317,3.277519,4,4,0,1.819273,3.277519,1,1,0,1.955738,1.955738,1,1,0,1.955738,1.955738,5,5,0,1.669317,1603.086,4,4,0,1.819273,1603.086,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.875466,1.955738,2,2,0,1.875466,1.955738,2,2,0,1.819273,3.277519,2,2,0,1.819273,3.277519,1,1,0,1.669317,1.669317,0,0,0,NA,NA,1,1,0,1603.086,1603.086,1,1,0,1603.086,1603.086
sp75_1403_3,9,0,9,1.42e-06,0.9948265,4,0,4,1.42e-06,0.9933935,4,0,4,0.6465241,0.9933935,1,0,1,0.9933935,0.9933935,5,0,5,1.42e-06,0.9948265,3,0,3,1.42e-06,0.6239574,1,0,1,1.42e-06,1.42e-06,1,0,1,1.42e-06,1.42e-06,8,0,8,0.356061,0.9948265,3,0,3,0.3921949,0.9933935,3,0,3,0.6239574,0.8769998,1,0,1,0.6239574,0.6239574,4,0,4,1.42e-06,0.7410035,2,0,2,1.42e-06,0.3921949,2,0,2,0.9933935,0.9948265,1,0,1,0.9933935,0.9933935,2,0,2,0.356061,0.6465241,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,7,0,7,1.42e-06,0.9948265,4,0,4,1.42e-06,0.9933935
sp75_1403_4,4,4,0,1.205224,31.32036,3,3,0,1.369132,31.32036,2,2,0,1.205224,1.369132,1,1,0,1.369132,1.369132,2,2,0,1.494905,31.32036,2,2,0,1.494905,31.32036,1,1,0,31.32036,31.32036,1,1,0,31.32036,31.32036,3,3,0,1.205224,1.494905,2,2,0,1.369132,1.494905,2,2,0,1.205224,1.494905,1,1,0,1.494905,1.494905,2,2,0,1.369132,31.32036,2,2,0,1.369132,31.32036,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.205224,1.205224,0,0,0,NA,NA,3,3,0,1.369132,31.32036,3,3,0,1.369132,31.32036
sp75_1403_5,2,0,2,0.9836856,0.997936,0,0,0,NA,NA,1,0,1,0.997936,0.997936,0,0,0,NA,NA,1,0,1,0.9836856,0.9836856,0,0,0,NA,NA,1,0,1,0.9836856,0.9836856,0,0,0,NA,NA,1,0,1,0.997936,0.997936,0,0,0,NA,NA,2,0,2,0.9836856,0.997936,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.9836856,0.997936,0,0,0,NA,NA
sp75_1403_6,4,0,4,0.959443,0.9994421,2,0,2,0.959443,0.9994421,1,0,1,0.959443,0.959443,1,0,1,0.959443,0.959443,3,0,3,0.9755858,0.9994421,1,0,1,0.9994421,0.9994421,3,0,3,0.959443,0.9994421,2,0,2,0.959443,0.9994421,1,0,1,0.9755858,0.9755858,0,0,0,NA,NA,2,0,2,0.9755858,0.9779784,0,0,0,NA,NA,1,0,1,0.959443,0.959443,1,0,1,0.959443,0.959443,1,0,1,0.9994421,0.9994421,1,0,1,0.9994421,0.9994421,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9755858,0.9755858,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0.959443,0.9994421,2,0,2,0.959443,0.9994421
sp75_1403_7,3,0,3,0.8251088,0.9867773,0,0,0,NA,NA,2,0,2,0.9315371,0.9867773,0,0,0,NA,NA,1,0,1,0.8251088,0.8251088,0,0,0,NA,NA,1,0,1,0.8251088,0.8251088,0,0,0,NA,NA,2,0,2,0.9315371,0.9867773,0,0,0,NA,NA,3,0,3,0.8251088,0.9867773,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9315371,0.9315371,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.8251088,0.8251088,0,0,0,NA,NA,1,0,1,0.9867773,0.9867773,0,0,0,NA,NA
sp75_1403_8,5,0,5,0.9655689,0.9994085,1,0,1,0.9991239,0.9991239,2,0,2,0.9936662,0.9991239,1,0,1,0.9991239,0.9991239,3,0,3,0.9655689,0.9994085,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,5,0,5,0.9655689,0.9994085,1,0,1,0.9991239,0.9991239,1,0,1,0.9655689,0.9655689,0,0,0,NA,NA,2,0,2,0.9780654,0.9936662,0,0,0,NA,NA,2,0,2,0.9991239,0.9994085,1,0,1,0.9991239,0.9991239,1,0,1,0.9991239,0.9991239,1,0,1,0.9991239,0.9991239,2,0,2,0.9655689,0.9994085,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.9780654,0.9936662,0,0,0,NA,NA
sp75_1403_9,7,1,6,0.6697328,1.056381,5,0,5,0.6697328,0.9426323,1,1,0,1.056381,1.056381,0,0,0,NA,NA,6,0,6,0.6697328,0.9426323,5,0,5,0.6697328,0.9426323,0,0,0,NA,NA,0,0,0,NA,NA,7,1,6,0.6697328,1.056381,5,0,5,0.6697328,0.9426323,4,0,4,0.8692357,0.9426323,3,0,3,0.8692357,0.9426323,3,1,2,0.6697328,1.056381,2,0,2,0.6697328,0.7845377,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.8692357,0.8692357,1,0,1,0.8692357,0.8692357,2,0,2,0.6697328,0.9148253,1,0,1,0.6697328,0.6697328,2,0,2,0.7845377,0.9182372,2,0,2,0.7845377,0.9182372,2,1,1,0.9426323,1.056381,1,0,1,0.9426323,0.9426323
sp75_1404,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1404_1,14,0,14,9.51e-10,0.9808646,10,0,10,9.51e-10,0.9808646,5,0,5,0.5457463,0.9801564,3,0,3,0.8278053,0.9801564,9,0,9,9.51e-10,0.9808646,7,0,7,9.51e-10,0.9808646,6,0,6,0.065306,0.9801564,5,0,5,0.065306,0.9801564,8,0,8,9.51e-10,0.9808646,5,0,5,9.51e-10,0.9808646,3,0,3,0.065306,0.8278053,3,0,3,0.065306,0.8278053,6,0,6,9.51e-10,0.8839368,2,0,2,9.51e-10,0.5280581,5,0,5,0.963473,0.9808646,5,0,5,0.963473,0.9808646,1,0,1,0.5457463,0.5457463,0,0,0,NA,NA,2,0,2,9.51e-10,0.065306,2,0,2,9.51e-10,0.065306,3,0,3,0.4392709,0.9801564,2,0,2,0.9642571,0.9801564,8,0,8,0.4299632,0.9808646,6,0,6,0.5280581,0.9808646
sp75_1405,8,1,7,0.8579265,1.09546,2,1,1,0.9772643,1.09546,1,1,0,1.09546,1.09546,1,1,0,1.09546,1.09546,7,0,7,0.8579265,0.999554,1,0,1,0.9772643,0.9772643,2,1,1,0.8579265,1.09546,1,1,0,1.09546,1.09546,6,0,6,0.9439818,0.999554,1,0,1,0.9772643,0.9772643,2,0,2,0.9597643,0.9772643,1,0,1,0.9772643,0.9772643,4,1,3,0.8579265,1.09546,1,1,0,1.09546,1.09546,2,0,2,0.9991999,0.999554,0,0,0,NA,NA,3,0,3,0.8579265,0.9991999,0,0,0,NA,NA,2,0,2,0.9511225,0.9597643,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,1,2,0.9772643,1.09546,2,1,1,0.9772643,1.09546
sp75_1405_1,8,5,3,0.6870533,4.710632,6,3,3,0.6870533,4.710632,3,2,1,0.6870533,1.3182,1,0,1,0.6870533,0.6870533,5,3,2,0.7530846,4.710632,5,3,2,0.7530846,4.710632,4,3,1,0.6870533,4.710632,4,3,1,0.6870533,4.710632,4,2,2,0.7530846,1.3182,2,0,2,0.7530846,0.995474,4,3,1,0.7530846,3.109517,2,1,1,0.7530846,3.109517,2,1,1,0.6870533,4.710632,2,1,1,0.6870533,4.710632,2,1,1,0.995474,1.012351,2,1,1,0.995474,1.012351,1,1,0,1.3182,1.3182,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,4,4,0,1.012351,4.710632,3,3,0,1.012351,4.710632,3,0,3,0.6870533,0.995474,3,0,3,0.6870533,0.995474
sp75_1431,6,0,6,7.2e-13,0.8735832,4,0,4,7.2e-13,0.5245744,0,0,0,NA,NA,0,0,0,NA,NA,6,0,6,7.2e-13,0.8735832,4,0,4,7.2e-13,0.5245744,1,0,1,0.8735832,0.8735832,0,0,0,NA,NA,5,0,5,7.2e-13,0.5245744,4,0,4,7.2e-13,0.5245744,3,0,3,7.2e-13,0.5245744,3,0,3,7.2e-13,0.5245744,2,0,2,2.91e-10,0.3897552,1,0,1,2.91e-10,2.91e-10,1,0,1,0.8735832,0.8735832,0,0,0,NA,NA,1,0,1,7.2e-13,7.2e-13,1,0,1,7.2e-13,7.2e-13,2,0,2,2.5e-12,2.91e-10,2,0,2,2.5e-12,2.91e-10,1,0,1,0.5245744,0.5245744,1,0,1,0.5245744,0.5245744,2,0,2,0.3897552,0.8735832,0,0,0,NA,NA
sp75_1432,12,3,9,1.51e-10,1.052747,8,1,7,1.51e-10,1.052747,7,3,4,1.51e-10,1.052747,4,1,3,1.51e-10,1.052747,5,0,5,6.09e-10,0.987223,4,0,4,6.09e-10,0.3748038,4,3,1,0.3748038,1.052747,2,1,1,0.3748038,1.052747,8,0,8,1.51e-10,0.9964039,6,0,6,1.51e-10,3.57e-05,1,0,1,0.3748038,0.3748038,1,0,1,0.3748038,0.3748038,6,0,6,1.51e-10,3.57e-05,6,0,6,1.51e-10,3.57e-05,5,3,2,0.987223,1.052747,1,1,0,1.052747,1.052747,4,0,4,6.09e-10,0.9964039,2,0,2,6.09e-10,4e-09,3,1,2,1.51e-10,1.027233,2,0,2,1.51e-10,1.02e-08,3,1,2,8.18e-09,1.009041,2,0,2,8.18e-09,3.57e-05,2,1,1,0.3748038,1.052747,2,1,1,0.3748038,1.052747
sp75_1433,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1434,4,0,4,0.3413298,0.9963021,1,0,1,0.9963021,0.9963021,3,0,3,0.3413298,0.9963021,1,0,1,0.9963021,0.9963021,1,0,1,0.995612,0.995612,0,0,0,NA,NA,2,0,2,0.3413298,0.3656801,0,0,0,NA,NA,2,0,2,0.995612,0.9963021,1,0,1,0.9963021,0.9963021,1,0,1,0.3656801,0.3656801,0,0,0,NA,NA,1,0,1,0.3413298,0.3413298,0,0,0,NA,NA,2,0,2,0.995612,0.9963021,1,0,1,0.9963021,0.9963021,0,0,0,NA,NA,0,0,0,NA,NA,4,0,4,0.3413298,0.9963021,1,0,1,0.9963021,0.9963021,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1435,8,0,8,0.1602909,0.975955,5,0,5,0.1602909,0.9410352,6,0,6,0.1602909,0.9410352,4,0,4,0.1602909,0.9410352,2,0,2,0.2503804,0.975955,1,0,1,0.2503804,0.2503804,6,0,6,0.1602909,0.975955,4,0,4,0.1602909,0.9410352,2,0,2,0.2758355,0.6860115,1,0,1,0.6860115,0.6860115,2,0,2,0.2503804,0.3703421,2,0,2,0.2503804,0.3703421,4,0,4,0.1602909,0.6860115,2,0,2,0.1602909,0.6860115,2,0,2,0.9410352,0.975955,1,0,1,0.9410352,0.9410352,3,0,3,0.2503804,0.975955,1,0,1,0.2503804,0.2503804,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.1613383,0.1613383,0,0,0,NA,NA,4,0,4,0.1602909,0.9410352,4,0,4,0.1602909,0.9410352
sp75_1436,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
