var,all_models_p_05,all_models_coef_pos_05,all_models_coef_neg_05,all_models_coef_min_05,all_models_coef_max_05,all_models_p_01,all_models_coef_pos_01,all_models_coef_neg_01,all_models_coef_min_01,all_models_coef_max_01,Y_models_p_05,Y_models_coef_pos_05,Y_models_coef_neg_05,Y_models_coef_min_05,Y_models_coef_max_05,Y_models_p_01,Y_models_coef_pos_01,Y_models_coef_neg_01,Y_models_coef_min_01,Y_models_coef_max_01,Q_models_p_05,Q_models_coef_pos_05,Q_models_coef_neg_05,Q_models_coef_min_05,Q_models_coef_max_05,Q_models_p_01,Q_models_coef_pos_01,Q_models_coef_neg_01,Q_models_coef_min_01,Q_models_coef_max_01,B_models_p_05,B_models_coef_pos_05,B_models_coef_neg_05,B_models_coef_min_05,B_models_coef_max_05,B_models_p_01,B_models_coef_pos_01,B_models_coef_neg_01,B_models_coef_min_01,B_models_coef_max_01,C_models_p_05,C_models_coef_pos_05,C_models_coef_neg_05,C_models_coef_min_05,C_models_coef_max_05,C_models_p_01,C_models_coef_pos_01,C_models_coef_neg_01,C_models_coef_min_01,C_models_coef_max_01,V_models_p_05,V_models_coef_pos_05,V_models_coef_neg_05,V_models_coef_min_05,V_models_coef_max_05,V_models_p_01,V_models_coef_pos_01,V_models_coef_neg_01,V_models_coef_min_01,V_models_coef_max_01,SSV_models_p_05,SSV_models_coef_pos_05,SSV_models_coef_neg_05,SSV_models_coef_min_05,SSV_models_coef_max_05,SSV_models_p_01,SSV_models_coef_pos_01,SSV_models_coef_neg_01,SSV_models_coef_min_01,SSV_models_coef_max_01,PP_models_p_05,PP_models_coef_pos_05,PP_models_coef_neg_05,PP_models_coef_min_05,PP_models_coef_max_05,PP_models_p_01,PP_models_coef_pos_01,PP_models_coef_neg_01,PP_models_coef_min_01,PP_models_coef_max_01,l1_models_p_05,l1_models_coef_pos_05,l1_models_coef_neg_05,l1_models_coef_min_05,l1_models_coef_max_05,l1_models_p_01,l1_models_coef_pos_01,l1_models_coef_neg_01,l1_models_coef_min_01,l1_models_coef_max_01,l2_models_p_05,l2_models_coef_pos_05,l2_models_coef_neg_05,l2_models_coef_min_05,l2_models_coef_max_05,l2_models_p_01,l2_models_coef_pos_01,l2_models_coef_neg_01,l2_models_coef_min_01,l2_models_coef_max_01,l3_models_p_05,l3_models_coef_pos_05,l3_models_coef_neg_05,l3_models_coef_min_05,l3_models_coef_max_05,l3_models_p_01,l3_models_coef_pos_01,l3_models_coef_neg_01,l3_models_coef_min_01,l3_models_coef_max_01,l4_models_p_05,l4_models_coef_pos_05,l4_models_coef_neg_05,l4_models_coef_min_05,l4_models_coef_max_05,l4_models_p_01,l4_models_coef_pos_01,l4_models_coef_neg_01,l4_models_coef_min_01,l4_models_coef_max_01
sp75_501_2,9,0,9,0.1893371,0.9990574,3,0,3,0.4542532,0.9990574,7,0,7,0.1893371,0.9990574,3,0,3,0.4542532,0.9990574,2,0,2,0.3762714,0.9964527,0,0,0,NA,NA,7,0,7,0.1893371,0.9963,2,0,2,0.4542532,0.8106396,2,0,2,0.9964527,0.9990574,1,0,1,0.9990574,0.9990574,3,0,3,0.5527676,0.8106396,1,0,1,0.8106396,0.8106396,3,0,3,0.1893371,0.4542532,1,0,1,0.4542532,0.4542532,3,0,3,0.9963,0.9990574,1,0,1,0.9990574,0.9990574,1,0,1,0.5527676,0.5527676,0,0,0,NA,NA,1,0,1,0.1893371,0.1893371,0,0,0,NA,NA,3,0,3,0.3762714,0.8090941,1,0,1,0.4542532,0.4542532,4,0,4,0.8106396,0.9990574,2,0,2,0.8106396,0.9990574
sp75_502,5,4,1,0.6862538,1.005016,0,0,0,NA,NA,5,4,1,0.6862538,1.005016,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.6862538,0.6862538,0,0,0,NA,NA,4,4,0,1.001185,1.005016,0,0,0,NA,NA,1,0,1,0.6862538,0.6862538,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,4,4,0,1.001185,1.005016,0,0,0,NA,NA,1,1,0,1.004466,1.004466,0,0,0,NA,NA,1,1,0,1.005016,1.005016,0,0,0,NA,NA,1,1,0,1.001446,1.001446,0,0,0,NA,NA,2,1,1,0.6862538,1.001185,0,0,0,NA,NA
sp75_503,9,6,3,0.9991588,1.07998,3,1,2,0.9991588,1.049106,5,2,3,0.9991588,1.011799,2,0,2,0.9991588,0.9997427,4,4,0,1.026024,1.07998,1,1,0,1.049106,1.049106,6,3,3,0.9991588,1.07998,3,1,2,0.9991588,1.049106,3,3,0,1.011662,1.026203,0,0,0,NA,NA,1,1,0,1.026024,1.026024,0,0,0,NA,NA,5,5,0,1.011662,1.07998,1,1,0,1.049106,1.049106,3,0,3,0.9991588,0.9997427,2,0,2,0.9991588,0.9997427,4,3,1,0.9991588,1.07998,1,0,1,0.9991588,0.9991588,3,2,1,0.9992774,1.026024,0,0,0,NA,NA,2,1,1,0.9997427,1.049106,2,1,1,0.9997427,1.049106,0,0,0,NA,NA,0,0,0,NA,NA
sp75_505,4,3,1,0.6034523,1.559775,0,0,0,NA,NA,2,2,0,1.008705,1.559775,0,0,0,NA,NA,2,1,1,0.6034523,1.023593,0,0,0,NA,NA,3,3,0,1.008705,1.559775,0,0,0,NA,NA,1,0,1,0.6034523,0.6034523,0,0,0,NA,NA,1,1,0,1.559775,1.559775,0,0,0,NA,NA,1,0,1,0.6034523,0.6034523,0,0,0,NA,NA,2,2,0,1.008705,1.023593,0,0,0,NA,NA,2,1,1,0.6034523,1.023593,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.008705,1.559775,0,0,0,NA,NA
sp75_506_1,8,8,0,1.000736,1.093,3,3,0,1.000736,1.002605,6,6,0,1.000736,1.090177,2,2,0,1.000736,1.002601,2,2,0,1.002605,1.093,1,1,0,1.002605,1.002605,0,0,0,NA,NA,0,0,0,NA,NA,8,8,0,1.000736,1.093,3,3,0,1.000736,1.002605,4,4,0,1.024856,1.093,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,4,4,0,1.000736,1.002605,3,3,0,1.000736,1.002605,2,2,0,1.002601,1.090177,1,1,0,1.002601,1.002601,2,2,0,1.001925,1.087974,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,4,4,0,1.000736,1.093,2,2,0,1.000736,1.002605
sp75_507,2,2,0,1.07179,2.308775,0,0,0,NA,NA,1,1,0,1.07179,1.07179,0,0,0,NA,NA,1,1,0,2.308775,2.308775,0,0,0,NA,NA,1,1,0,2.308775,2.308775,0,0,0,NA,NA,1,1,0,1.07179,1.07179,0,0,0,NA,NA,1,1,0,1.07179,1.07179,0,0,0,NA,NA,1,1,0,2.308775,2.308775,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.07179,1.07179,0,0,0,NA,NA,1,1,0,2.308775,2.308775,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_507_1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_508_1,17,0,17,0.0633811,0.9986564,14,0,14,0.0633811,0.9948334,8,0,8,0.4883815,0.9986564,6,0,6,0.4883815,0.9948334,9,0,9,0.0633811,0.9954365,8,0,8,0.0633811,0.9945155,3,0,3,0.0633811,0.9603001,2,0,2,0.0633811,0.9603001,14,0,14,0.1518705,0.9986564,12,0,12,0.1518705,0.9948334,8,0,8,0.0633811,0.7867886,7,0,7,0.0633811,0.7867886,0,0,0,NA,NA,0,0,0,NA,NA,9,0,9,0.9603001,0.9986564,7,0,7,0.9603001,0.9948334,4,0,4,0.4883815,0.9945155,4,0,4,0.4883815,0.9945155,6,0,6,0.0633811,0.9881261,6,0,6,0.0633811,0.9881261,4,0,4,0.5429757,0.9948334,4,0,4,0.5429757,0.9948334,3,0,3,0.6984728,0.9986564,0,0,0,NA,NA
sp75_509,15,15,0,1.002658,1.966109,8,8,0,1.009196,1.966109,10,10,0,1.002658,1.966109,5,5,0,1.009196,1.966109,5,5,0,1.224767,1.543987,3,3,0,1.224767,1.543987,4,4,0,1.009196,1.966109,4,4,0,1.009196,1.966109,11,11,0,1.002658,1.348919,4,4,0,1.219013,1.348919,6,6,0,1.064556,1.368876,3,3,0,1.22446,1.368876,6,6,0,1.178421,1.966109,4,4,0,1.219013,1.966109,3,3,0,1.002658,1.009196,1,1,0,1.009196,1.009196,5,5,0,1.003049,1.348919,3,3,0,1.219013,1.348919,3,3,0,1.002658,1.178421,0,0,0,NA,NA,3,3,0,1.064556,1.231659,1,1,0,1.224767,1.224767,4,4,0,1.009196,1.966109,4,4,0,1.009196,1.966109
sp75_510,2,0,2,0.5198858,0.9915183,2,0,2,0.5198858,0.9915183,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.5198858,0.9915183,2,0,2,0.5198858,0.9915183,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.5198858,0.9915183,2,0,2,0.5198858,0.9915183,1,0,1,0.5198858,0.5198858,1,0,1,0.5198858,0.5198858,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9915183,0.9915183,1,0,1,0.9915183,0.9915183,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.5198858,0.9915183,2,0,2,0.5198858,0.9915183,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_512_1,5,2,3,0.03166,1.609637,1,0,1,0.03166,0.03166,3,1,2,0.03166,1.292093,1,0,1,0.03166,0.03166,2,1,1,0.7731876,1.609637,0,0,0,NA,NA,2,0,2,0.03166,0.0950697,1,0,1,0.03166,0.03166,3,2,1,0.7731876,1.609637,0,0,0,NA,NA,1,0,1,0.7731876,0.7731876,0,0,0,NA,NA,4,2,2,0.03166,1.609637,1,0,1,0.03166,0.03166,0,0,0,NA,NA,0,0,0,NA,NA,3,2,1,0.03166,1.609637,1,0,1,0.03166,0.03166,1,0,1,0.0950697,0.0950697,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.7731876,0.7731876,0,0,0,NA,NA
sp75_523,14,0,14,0.8861446,0.9988054,10,0,10,0.8861446,0.9988054,10,0,10,0.9048018,0.9988054,8,0,8,0.9048018,0.9988054,4,0,4,0.8861446,0.9984968,2,0,2,0.8861446,0.9108901,1,0,1,0.9329336,0.9329336,0,0,0,NA,NA,13,0,13,0.8861446,0.9988054,10,0,10,0.8861446,0.9988054,5,0,5,0.9108901,0.9931894,4,0,4,0.9108901,0.9845869,6,0,6,0.8861446,0.9800312,4,0,4,0.8861446,0.9800312,3,0,3,0.9984968,0.9988054,2,0,2,0.9987959,0.9988054,4,0,4,0.912167,0.9987959,3,0,3,0.912167,0.9987959,6,0,6,0.8861446,0.9988054,5,0,5,0.8861446,0.9988054,3,0,3,0.9329336,0.9845869,2,0,2,0.9800312,0.9845869,1,0,1,0.9931894,0.9931894,0,0,0,NA,NA
sp75_523_3,16,0,16,0.8820046,0.9997389,6,0,6,0.8820046,0.9997389,8,0,8,0.8820046,0.9984139,4,0,4,0.8820046,0.9829949,8,0,8,0.9694077,0.9997389,2,0,2,0.9846268,0.9997389,8,0,8,0.8820046,0.9984139,3,0,3,0.8820046,0.9694034,8,0,8,0.9782696,0.9997389,3,0,3,0.9829949,0.9997389,10,0,10,0.8820046,0.9958474,5,0,5,0.8820046,0.9846268,3,0,3,0.8970437,0.9782696,0,0,0,NA,NA,3,0,3,0.9984139,0.9997389,1,0,1,0.9997389,0.9997389,6,0,6,0.8820046,0.9995985,2,0,2,0.8820046,0.9829949,2,0,2,0.90353,0.9884003,1,0,1,0.90353,0.90353,6,0,6,0.9694034,0.9997389,3,0,3,0.9694034,0.9997389,2,0,2,0.9707248,0.9815169,0,0,0,NA,NA
sp75_524,4,4,0,1.003865,1.262798,3,3,0,1.060538,1.262798,1,1,0,1.060538,1.060538,1,1,0,1.060538,1.060538,3,3,0,1.003865,1.262798,2,2,0,1.250586,1.262798,1,1,0,1.250586,1.250586,1,1,0,1.250586,1.250586,3,3,0,1.003865,1.262798,2,2,0,1.060538,1.262798,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.060538,1.262798,3,3,0,1.060538,1.262798,1,1,0,1.003865,1.003865,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.003865,1.003865,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.060538,1.262798,3,3,0,1.060538,1.262798
sp75_602,1,1,0,1.123089,1.123089,0,0,0,NA,NA,1,1,0,1.123089,1.123089,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.123089,1.123089,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.123089,1.123089,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.123089,1.123089,0,0,0,NA,NA
sp75_603,3,3,0,1.078252,1.133929,0,0,0,NA,NA,1,1,0,1.078252,1.078252,0,0,0,NA,NA,2,2,0,1.130849,1.133929,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.078252,1.133929,0,0,0,NA,NA,2,2,0,1.078252,1.130849,0,0,0,NA,NA,1,1,0,1.133929,1.133929,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.078252,1.133929,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_604,21,20,1,0.9999466,1.084388,9,9,0,1.000252,1.061678,10,10,0,1.000257,1.084388,4,4,0,1.00296,1.020022,11,10,1,0.9999466,1.061678,5,5,0,1.000252,1.061678,9,9,0,1.000257,1.084388,2,2,0,1.020022,1.061678,12,11,1,0.9999466,1.025448,7,7,0,1.000252,1.025448,12,12,0,1.00296,1.084388,7,7,0,1.00296,1.061678,4,4,0,1.003431,1.025448,1,1,0,1.025448,1.025448,5,4,1,0.9999466,1.000836,1,1,0,1.000252,1.000252,6,6,0,1.000825,1.084388,3,3,0,1.01083,1.061678,7,7,0,1.000252,1.047931,4,4,0,1.000252,1.025448,5,5,0,1.00296,1.030142,1,1,0,1.00296,1.00296,3,2,1,0.9999466,1.020022,1,1,0,1.020022,1.020022
sp75_605,3,3,0,1.001271,1.311841,0,0,0,NA,NA,2,2,0,1.001271,1.059219,0,0,0,NA,NA,1,1,0,1.311841,1.311841,0,0,0,NA,NA,3,3,0,1.001271,1.311841,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.059219,1.311841,0,0,0,NA,NA,1,1,0,1.001271,1.001271,0,0,0,NA,NA,1,1,0,1.311841,1.311841,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.001271,1.059219,0,0,0,NA,NA
sp75_606,5,0,5,0.8728909,0.9992566,2,0,2,0.9531565,0.9537513,5,0,5,0.8728909,0.9992566,2,0,2,0.9531565,0.9537513,0,0,0,NA,NA,0,0,0,NA,NA,5,0,5,0.8728909,0.9992566,2,0,2,0.9531565,0.9537513,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.8728909,0.9537513,1,0,1,0.9537513,0.9537513,2,0,2,0.9465436,0.9531565,1,0,1,0.9531565,0.9531565,1,0,1,0.9992566,0.9992566,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.8728909,0.8728909,0,0,0,NA,NA,3,0,3,0.9465436,0.9992566,1,0,1,0.9537513,0.9537513,1,0,1,0.9531565,0.9531565,1,0,1,0.9531565,0.9531565
sp75_607,4,2,2,0.9992823,1.311692,1,1,0,1.311692,1.311692,4,2,2,0.9992823,1.311692,1,1,0,1.311692,1.311692,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.00233,1.311692,1,1,0,1.311692,1.311692,2,0,2,0.9992823,0.9997873,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.311692,1.311692,1,1,0,1.311692,1.311692,3,1,2,0.9992823,1.00233,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9992823,0.9992823,0,0,0,NA,NA,1,0,1,0.9997873,0.9997873,0,0,0,NA,NA,2,2,0,1.00233,1.311692,1,1,0,1.311692,1.311692
sp75_703_3,7,7,0,1.0007,1.241482,4,4,0,1.002254,1.241482,2,2,0,1.0007,1.052593,0,0,0,NA,NA,5,5,0,1.002254,1.241482,4,4,0,1.002254,1.241482,0,0,0,NA,NA,0,0,0,NA,NA,7,7,0,1.0007,1.241482,4,4,0,1.002254,1.241482,1,1,0,1.127481,1.127481,0,0,0,NA,NA,3,3,0,1.052593,1.241482,2,2,0,1.216585,1.241482,3,3,0,1.0007,1.002297,2,2,0,1.002254,1.002297,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.002254,1.216585,2,2,0,1.002254,1.216585,0,0,0,NA,NA,0,0,0,NA,NA,4,4,0,1.0007,1.241482,2,2,0,1.002297,1.241482
sp75_703_4,12,4,8,1.09e-07,1.713398,10,4,6,1.09e-07,1.713398,8,2,6,0.3915257,1.151006,6,2,4,0.5693692,1.151006,4,2,2,1.09e-07,1.713398,4,2,2,1.09e-07,1.713398,0,0,0,NA,NA,0,0,0,NA,NA,12,4,8,1.09e-07,1.713398,10,4,6,1.09e-07,1.713398,6,2,4,1.09e-07,1.713398,5,2,3,1.09e-07,1.713398,0,0,0,NA,NA,0,0,0,NA,NA,6,2,4,0.6568867,1.011047,5,2,3,0.6568867,1.011047,4,0,4,1.09e-07,0.9873218,2,0,2,1.09e-07,0.6568867,2,0,2,0.5693692,0.990762,2,0,2,0.5693692,0.990762,2,0,2,0.8249321,0.9969395,2,0,2,0.8249321,0.9969395,4,4,0,1.002494,1.713398,4,4,0,1.002494,1.713398
sp75_807,15,15,0,1.000043,1.14304,3,3,0,1.019098,1.031144,7,7,0,1.000043,1.14304,1,1,0,1.019098,1.019098,8,8,0,1.000147,1.103846,2,2,0,1.030355,1.031144,4,4,0,1.058158,1.14304,0,0,0,NA,NA,11,11,0,1.000043,1.046375,3,3,0,1.019098,1.031144,12,12,0,1.00185,1.14304,3,3,0,1.019098,1.031144,1,1,0,1.046375,1.046375,0,0,0,NA,NA,2,2,0,1.000043,1.000147,0,0,0,NA,NA,3,3,0,1.019098,1.138981,2,2,0,1.019098,1.030355,5,5,0,1.017023,1.14304,1,1,0,1.031144,1.031144,3,3,0,1.004676,1.058158,0,0,0,NA,NA,4,4,0,1.000043,1.006927,0,0,0,NA,NA
sp75_810,12,6,6,0.7386249,1.193079,3,1,2,0.957047,1.193079,6,0,6,0.7386249,0.998404,2,0,2,0.957047,0.998404,6,6,0,1.000906,1.193079,1,1,0,1.193079,1.193079,6,0,6,0.7386249,0.998404,2,0,2,0.957047,0.998404,6,6,0,1.000906,1.193079,1,1,0,1.193079,1.193079,6,2,4,0.7386249,1.117499,1,0,1,0.957047,0.957047,1,1,0,1.193079,1.193079,1,1,0,1.193079,1.193079,5,3,2,0.9977886,1.002348,1,0,1,0.998404,0.998404,3,2,1,0.7619791,1.117499,0,0,0,NA,NA,2,1,1,0.7386249,1.001134,0,0,0,NA,NA,5,3,2,0.9173519,1.193079,1,1,0,1.193079,1.193079,2,0,2,0.957047,0.998404,2,0,2,0.957047,0.998404
sp75_811,6,0,6,0.3031977,0.7623913,3,0,3,0.3031977,0.7623913,1,0,1,0.7623913,0.7623913,1,0,1,0.7623913,0.7623913,5,0,5,0.3031977,0.717108,2,0,2,0.3031977,0.4452134,4,0,4,0.3031977,0.6704307,2,0,2,0.3031977,0.4452134,2,0,2,0.717108,0.7623913,1,0,1,0.7623913,0.7623913,0,0,0,NA,NA,0,0,0,NA,NA,6,0,6,0.3031977,0.7623913,3,0,3,0.3031977,0.7623913,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0.3031977,0.7623913,2,0,2,0.3031977,0.7623913,1,0,1,0.5117648,0.5117648,0,0,0,NA,NA,1,0,1,0.4452134,0.4452134,1,0,1,0.4452134,0.4452134,1,0,1,0.6704307,0.6704307,0,0,0,NA,NA
sp75_812,4,0,4,0.2176944,0.9992513,0,0,0,NA,NA,1,0,1,0.9992513,0.9992513,0,0,0,NA,NA,3,0,3,0.2176944,0.9970625,0,0,0,NA,NA,2,0,2,0.2176944,0.9864304,0,0,0,NA,NA,2,0,2,0.9970625,0.9992513,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.2176944,0.2176944,0,0,0,NA,NA,3,0,3,0.9864304,0.9992513,0,0,0,NA,NA,2,0,2,0.2176944,0.9864304,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.9970625,0.9992513,0,0,0,NA,NA
sp75_816,3,0,3,0.7982204,0.9976983,2,0,2,0.9954615,0.9976983,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0.7982204,0.9976983,2,0,2,0.9954615,0.9976983,3,0,3,0.7982204,0.9976983,2,0,2,0.9954615,0.9976983,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.7982204,0.7982204,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.9954615,0.9976983,2,0,2,0.9954615,0.9976983,2,0,2,0.7982204,0.9954615,1,0,1,0.9954615,0.9954615,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9976983,0.9976983,1,0,1,0.9976983,0.9976983
sp75_817,6,0,6,0.0757738,0.9678276,1,0,1,0.0757738,0.0757738,5,0,5,0.0757738,0.9678276,1,0,1,0.0757738,0.0757738,1,0,1,0.1964179,0.1964179,0,0,0,NA,NA,6,0,6,0.0757738,0.9678276,1,0,1,0.0757738,0.0757738,0,0,0,NA,NA,0,0,0,NA,NA,4,0,4,0.0757738,0.3702915,1,0,1,0.0757738,0.0757738,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.9618213,0.9678276,0,0,0,NA,NA,2,0,2,0.1112162,0.9678276,0,0,0,NA,NA,3,0,3,0.0757738,0.9618213,1,0,1,0.0757738,0.0757738,1,0,1,0.3702915,0.3702915,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_906,15,0,15,0.1753099,0.9949435,8,0,8,0.1753099,0.9938108,7,0,7,0.1753099,0.9938108,4,0,4,0.1753099,0.9938108,8,0,8,0.3885275,0.9949435,4,0,4,0.3885275,0.7516021,2,0,2,0.1753099,0.5143404,1,0,1,0.1753099,0.1753099,13,0,13,0.3885275,0.9949435,7,0,7,0.3885275,0.9938108,6,0,6,0.5143404,0.9185158,3,0,3,0.5893558,0.7516021,7,0,7,0.1753099,0.9118434,4,0,4,0.1753099,0.4461879,2,0,2,0.9938108,0.9949435,1,0,1,0.9938108,0.9938108,5,0,5,0.1753099,0.9938108,5,0,5,0.1753099,0.9938108,3,0,3,0.3885275,0.7249166,2,0,2,0.3885275,0.5893558,5,0,5,0.5143404,0.9949435,1,0,1,0.7516021,0.7516021,2,0,2,0.6438212,0.9118434,0,0,0,NA,NA
