var,all_models_p_05,all_models_coef_pos_05,all_models_coef_neg_05,all_models_coef_min_05,all_models_coef_max_05,all_models_p_01,all_models_coef_pos_01,all_models_coef_neg_01,all_models_coef_min_01,all_models_coef_max_01,Y_models_p_05,Y_models_coef_pos_05,Y_models_coef_neg_05,Y_models_coef_min_05,Y_models_coef_max_05,Y_models_p_01,Y_models_coef_pos_01,Y_models_coef_neg_01,Y_models_coef_min_01,Y_models_coef_max_01,B_models_p_05,B_models_coef_pos_05,B_models_coef_neg_05,B_models_coef_min_05,B_models_coef_max_05,B_models_p_01,B_models_coef_pos_01,B_models_coef_neg_01,B_models_coef_min_01,B_models_coef_max_01,C_models_p_05,C_models_coef_pos_05,C_models_coef_neg_05,C_models_coef_min_05,C_models_coef_max_05,C_models_p_01,C_models_coef_pos_01,C_models_coef_neg_01,C_models_coef_min_01,C_models_coef_max_01,V_models_p_05,V_models_coef_pos_05,V_models_coef_neg_05,V_models_coef_min_05,V_models_coef_max_05,V_models_p_01,V_models_coef_pos_01,V_models_coef_neg_01,V_models_coef_min_01,V_models_coef_max_01,SSV_models_p_05,SSV_models_coef_pos_05,SSV_models_coef_neg_05,SSV_models_coef_min_05,SSV_models_coef_max_05,SSV_models_p_01,SSV_models_coef_pos_01,SSV_models_coef_neg_01,SSV_models_coef_min_01,SSV_models_coef_max_01,PP_models_p_05,PP_models_coef_pos_05,PP_models_coef_neg_05,PP_models_coef_min_05,PP_models_coef_max_05,PP_models_p_01,PP_models_coef_pos_01,PP_models_coef_neg_01,PP_models_coef_min_01,PP_models_coef_max_01,l1_models_p_05,l1_models_coef_pos_05,l1_models_coef_neg_05,l1_models_coef_min_05,l1_models_coef_max_05,l1_models_p_01,l1_models_coef_pos_01,l1_models_coef_neg_01,l1_models_coef_min_01,l1_models_coef_max_01,l2_models_p_05,l2_models_coef_pos_05,l2_models_coef_neg_05,l2_models_coef_min_05,l2_models_coef_max_05,l2_models_p_01,l2_models_coef_pos_01,l2_models_coef_neg_01,l2_models_coef_min_01,l2_models_coef_max_01,l3_models_p_05,l3_models_coef_pos_05,l3_models_coef_neg_05,l3_models_coef_min_05,l3_models_coef_max_05,l3_models_p_01,l3_models_coef_pos_01,l3_models_coef_neg_01,l3_models_coef_min_01,l3_models_coef_max_01
sp47_41,9,0,9,0.0997729,0.9965032,4,0,4,0.1707054,0.9965032,9,0,9,0.0997729,0.9965032,4,0,4,0.1707054,0.9965032,8,0,8,0.0997729,0.9965032,4,0,4,0.1707054,0.9965032,1,0,1,0.815601,0.815601,0,0,0,NA,NA,2,0,2,0.7239507,0.8908949,0,0,0,NA,NA,4,0,4,0.0997729,0.815601,1,0,1,0.1707054,0.1707054,3,0,3,0.9900228,0.9965032,3,0,3,0.9900228,0.9965032,3,0,3,0.1707054,0.9917926,2,0,2,0.1707054,0.9917926,2,0,2,0.0997729,0.9900228,1,0,1,0.9900228,0.9900228,4,0,4,0.4519099,0.9965032,1,0,1,0.9965032,0.9965032
sp47_42,6,0,6,0.3156617,0.9218245,2,0,2,0.3156617,0.7150533,6,0,6,0.3156617,0.9218245,2,0,2,0.3156617,0.7150533,3,0,3,0.3156617,0.7253387,1,0,1,0.3156617,0.3156617,3,0,3,0.7150533,0.9218245,1,0,1,0.7150533,0.7150533,6,0,6,0.3156617,0.9218245,2,0,2,0.3156617,0.7150533,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.4807736,0.7988733,0,0,0,NA,NA,2,0,2,0.3156617,0.7150533,2,0,2,0.3156617,0.7150533,2,0,2,0.7253387,0.9218245,0,0,0,NA,NA
sp47_43,1,1,0,2.07281,2.07281,0,0,0,NA,NA,1,1,0,2.07281,2.07281,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,2.07281,2.07281,0,0,0,NA,NA,1,1,0,2.07281,2.07281,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,2.07281,2.07281,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp47_44,3,2,1,0.9126616,1.021547,0,0,0,NA,NA,3,2,1,0.9126616,1.021547,0,0,0,NA,NA,2,2,0,1.008214,1.021547,0,0,0,NA,NA,1,0,1,0.9126616,0.9126616,0,0,0,NA,NA,1,0,1,0.9126616,0.9126616,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.008214,1.021547,0,0,0,NA,NA,1,0,1,0.9126616,0.9126616,0,0,0,NA,NA,1,1,0,1.021547,1.021547,0,0,0,NA,NA,1,1,0,1.008214,1.008214,0,0,0,NA,NA
sp48_11,2,2,0,1.003618,1.175787,0,0,0,NA,NA,2,2,0,1.003618,1.175787,0,0,0,NA,NA,2,2,0,1.003618,1.175787,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.175787,1.175787,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.003618,1.003618,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.003618,1.175787,0,0,0,NA,NA
sp48_24,6,0,6,0.0098433,0.9777416,6,0,6,0.0098433,0.9777416,6,0,6,0.0098433,0.9777416,6,0,6,0.0098433,0.9777416,0,0,0,NA,NA,0,0,0,NA,NA,6,0,6,0.0098433,0.9777416,6,0,6,0.0098433,0.9777416,3,0,3,0.0098433,0.2414068,3,0,3,0.0098433,0.2414068,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0.9404447,0.9777416,3,0,3,0.9404447,0.9777416,2,0,2,0.0098433,0.9404447,2,0,2,0.0098433,0.9404447,2,0,2,0.0129318,0.9457228,2,0,2,0.0129318,0.9457228,2,0,2,0.2414068,0.9777416,2,0,2,0.2414068,0.9777416
sp48_25,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp48_26,9,9,0,1.000915,1.558588,4,4,0,1.000915,1.274434,9,9,0,1.000915,1.558588,4,4,0,1.000915,1.274434,2,2,0,1.274434,1.558588,1,1,0,1.274434,1.274434,7,7,0,1.000915,1.139848,3,3,0,1.000915,1.072228,2,2,0,1.046025,1.130041,0,0,0,NA,NA,4,4,0,1.072228,1.558588,2,2,0,1.072228,1.274434,3,3,0,1.000915,1.002863,2,2,0,1.000915,1.002863,2,2,0,1.002863,1.130041,1,1,0,1.002863,1.002863,3,3,0,1.002285,1.558588,0,0,0,NA,NA,4,4,0,1.000915,1.274434,3,3,0,1.000915,1.274434
sp48_27,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp48_28,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp48_4,7,7,0,1.004192,2.300916,5,5,0,1.004192,2.300916,7,7,0,1.004192,2.300916,5,5,0,1.004192,2.300916,0,0,0,NA,NA,0,0,0,NA,NA,7,7,0,1.004192,2.300916,5,5,0,1.004192,2.300916,2,2,0,1.297679,2.09626,1,1,0,2.09626,2.09626,2,2,0,1.341712,2.300916,1,1,0,2.300916,2.300916,3,3,0,1.004192,1.012381,3,3,0,1.004192,1.012381,1,1,0,1.012381,1.012381,1,1,0,1.012381,1.012381,3,3,0,1.010515,2.300916,3,3,0,1.010515,2.300916,3,3,0,1.004192,1.341712,1,1,0,1.004192,1.004192
sp48_5,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp48_6,4,0,4,0.4707787,0.7906188,1,0,1,0.4707787,0.4707787,4,0,4,0.4707787,0.7906188,1,0,1,0.4707787,0.4707787,4,0,4,0.4707787,0.7906188,1,0,1,0.4707787,0.4707787,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.7105472,0.7105472,0,0,0,NA,NA,3,0,3,0.4707787,0.7906188,1,0,1,0.4707787,0.4707787,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.4707787,0.7105472,1,0,1,0.4707787,0.4707787,1,0,1,0.5524769,0.5524769,0,0,0,NA,NA,1,0,1,0.7906188,0.7906188,0,0,0,NA,NA
sp48_7,2,2,0,1.058223,1.158804,1,1,0,1.058223,1.058223,2,2,0,1.058223,1.158804,1,1,0,1.058223,1.058223,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.058223,1.158804,1,1,0,1.058223,1.058223,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.058223,1.158804,1,1,0,1.058223,1.058223,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.158804,1.158804,0,0,0,NA,NA,1,1,0,1.058223,1.058223,1,1,0,1.058223,1.058223
sp48_8,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp71_701,5,5,0,1.249266,3.088404,3,3,0,1.249266,2.592107,5,5,0,1.249266,3.088404,3,3,0,1.249266,2.592107,0,0,0,NA,NA,0,0,0,NA,NA,5,5,0,1.249266,3.088404,3,3,0,1.249266,2.592107,2,2,0,1.355291,3.088404,0,0,0,NA,NA,3,3,0,1.249266,2.592107,3,3,0,1.249266,2.592107,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,2.592107,2.592107,1,1,0,2.592107,2.592107,2,2,0,2.378668,3.088404,1,1,0,2.378668,2.378668,2,2,0,1.249266,1.355291,1,1,0,1.249266,1.249266
sp72_503,3,0,3,0.3554265,0.9970582,1,0,1,0.9970582,0.9970582,3,0,3,0.3554265,0.9970582,1,0,1,0.9970582,0.9970582,1,0,1,0.3554265,0.3554265,0,0,0,NA,NA,2,0,2,0.9139629,0.9970582,1,0,1,0.9970582,0.9970582,1,0,1,0.9139629,0.9139629,0,0,0,NA,NA,1,0,1,0.3554265,0.3554265,0,0,0,NA,NA,1,0,1,0.9970582,0.9970582,1,0,1,0.9970582,0.9970582,3,0,3,0.3554265,0.9970582,1,0,1,0.9970582,0.9970582,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp72_610,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp72_620,5,5,0,1.001951,7.418437,3,3,0,1.010737,7.418437,5,5,0,1.001951,7.418437,3,3,0,1.010737,7.418437,2,2,0,1.05606,7.418437,2,2,0,1.05606,7.418437,3,3,0,1.001951,1.311696,1,1,0,1.010737,1.010737,2,2,0,1.311696,7.418437,1,1,0,7.418437,7.418437,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.001951,1.05606,2,2,0,1.010737,1.05606,0,0,0,NA,NA,0,0,0,NA,NA,4,4,0,1.010737,7.418437,3,3,0,1.010737,7.418437,1,1,0,1.001951,1.001951,0,0,0,NA,NA
sp72_630,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_100,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1001,1,0,1,0.1317534,0.1317534,0,0,0,NA,NA,1,0,1,0.1317534,0.1317534,0,0,0,NA,NA,1,0,1,0.1317534,0.1317534,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.1317534,0.1317534,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.1317534,0.1317534,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1001_1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1003_1,4,0,4,0.4465299,0.9972822,2,0,2,0.4465299,0.9972822,4,0,4,0.4465299,0.9972822,2,0,2,0.4465299,0.9972822,0,0,0,NA,NA,0,0,0,NA,NA,4,0,4,0.4465299,0.9972822,2,0,2,0.4465299,0.9972822,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.4465299,0.6371984,1,0,1,0.4465299,0.4465299,2,0,2,0.9930161,0.9972822,1,0,1,0.9972822,0.9972822,1,0,1,0.4465299,0.4465299,1,0,1,0.4465299,0.4465299,2,0,2,0.6371984,0.9930161,0,0,0,NA,NA,1,0,1,0.9972822,0.9972822,1,0,1,0.9972822,0.9972822
sp75_1100_2,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1101_20,4,2,2,0.6964993,1.517174,1,0,1,0.6964993,0.6964993,4,2,2,0.6964993,1.517174,1,0,1,0.6964993,0.6964993,2,2,0,1.027494,1.517174,0,0,0,NA,NA,2,0,2,0.6964993,0.7503878,1,0,1,0.6964993,0.6964993,1,1,0,1.517174,1.517174,0,0,0,NA,NA,2,0,2,0.6964993,0.7503878,1,0,1,0.6964993,0.6964993,1,1,0,1.027494,1.027494,0,0,0,NA,NA,1,0,1,0.6964993,0.6964993,1,0,1,0.6964993,0.6964993,2,1,1,0.7503878,1.027494,0,0,0,NA,NA,1,1,0,1.517174,1.517174,0,0,0,NA,NA
sp75_1102,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1103_4,2,2,0,1.0259,1.072329,0,0,0,NA,NA,2,2,0,1.0259,1.072329,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.0259,1.072329,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.0259,1.072329,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.072329,1.072329,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.0259,1.0259,0,0,0,NA,NA
sp75_1104,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1106,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1106_2,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1106_3,3,3,0,1.019596,1.070868,2,2,0,1.030709,1.070868,3,3,0,1.019596,1.070868,2,2,0,1.030709,1.070868,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.019596,1.070868,2,2,0,1.030709,1.070868,1,1,0,1.030709,1.030709,1,1,0,1.030709,1.030709,2,2,0,1.019596,1.070868,1,1,0,1.070868,1.070868,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.030709,1.070868,2,2,0,1.030709,1.070868,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.019596,1.019596,0,0,0,NA,NA
sp75_1106_4,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1106_5,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1106_6,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1107_14,1,1,0,1.993964,1.993964,1,1,0,1.993964,1.993964,1,1,0,1.993964,1.993964,1,1,0,1.993964,1.993964,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.993964,1.993964,1,1,0,1.993964,1.993964,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.993964,1.993964,1,1,0,1.993964,1.993964,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.993964,1.993964,1,1,0,1.993964,1.993964,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1400,1,1,0,3.292583,3.292583,0,0,0,NA,NA,1,1,0,3.292583,3.292583,0,0,0,NA,NA,1,1,0,3.292583,3.292583,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,3.292583,3.292583,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,3.292583,3.292583,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1400_1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1400_2,1,0,1,0.4120115,0.4120115,0,0,0,NA,NA,1,0,1,0.4120115,0.4120115,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.4120115,0.4120115,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.4120115,0.4120115,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.4120115,0.4120115,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1400_3,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1400_4,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1401,1,1,0,1.008585,1.008585,0,0,0,NA,NA,1,1,0,1.008585,1.008585,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.008585,1.008585,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.008585,1.008585,0,0,0,NA,NA,1,1,0,1.008585,1.008585,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1401_1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1402_2,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1403_10,3,3,0,1.208075,1.638101,0,0,0,NA,NA,3,3,0,1.208075,1.638101,0,0,0,NA,NA,3,3,0,1.208075,1.638101,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.208075,1.208075,0,0,0,NA,NA,2,2,0,1.395262,1.638101,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.208075,1.395262,0,0,0,NA,NA,1,1,0,1.638101,1.638101,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1403_11,3,3,0,1.669317,3.277519,2,2,0,1.955738,3.277519,3,3,0,1.669317,3.277519,2,2,0,1.955738,3.277519,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.669317,3.277519,2,2,0,1.955738,3.277519,1,1,0,1.955738,1.955738,1,1,0,1.955738,1.955738,2,2,0,1.669317,3.277519,1,1,0,3.277519,3.277519,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.955738,1.955738,1,1,0,1.955738,1.955738,1,1,0,3.277519,3.277519,1,1,0,3.277519,3.277519,1,1,0,1.669317,1.669317,0,0,0,NA,NA
