var,all_models_p_05,all_models_coef_pos_05,all_models_coef_neg_05,all_models_coef_min_05,all_models_coef_max_05,all_models_p_01,all_models_coef_pos_01,all_models_coef_neg_01,all_models_coef_min_01,all_models_coef_max_01,var,Y_models_p_05,Y_models_coef_pos_05,Y_models_coef_neg_05,Y_models_coef_min_05,Y_models_coef_max_05,Y_models_p_01,Y_models_coef_pos_01,Y_models_coef_neg_01,Y_models_coef_min_01,Y_models_coef_max_01,var,Q_models_p_05,Q_models_coef_pos_05,Q_models_coef_neg_05,Q_models_coef_min_05,Q_models_coef_max_05,Q_models_p_01,Q_models_coef_pos_01,Q_models_coef_neg_01,Q_models_coef_min_01,Q_models_coef_max_01,var,B_models_p_05,B_models_coef_pos_05,B_models_coef_neg_05,B_models_coef_min_05,B_models_coef_max_05,B_models_p_01,B_models_coef_pos_01,B_models_coef_neg_01,B_models_coef_min_01,B_models_coef_max_01,var,C_models_p_05,C_models_coef_pos_05,C_models_coef_neg_05,C_models_coef_min_05,C_models_coef_max_05,C_models_p_01,C_models_coef_pos_01,C_models_coef_neg_01,C_models_coef_min_01,C_models_coef_max_01,var,V_models_p_05,V_models_coef_pos_05,V_models_coef_neg_05,V_models_coef_min_05,V_models_coef_max_05,V_models_p_01,V_models_coef_pos_01,V_models_coef_neg_01,V_models_coef_min_01,V_models_coef_max_01,var,SSV_models_p_05,SSV_models_coef_pos_05,SSV_models_coef_neg_05,SSV_models_coef_min_05,SSV_models_coef_max_05,SSV_models_p_01,SSV_models_coef_pos_01,SSV_models_coef_neg_01,SSV_models_coef_min_01,SSV_models_coef_max_01,var,PP_models_p_05,PP_models_coef_pos_05,PP_models_coef_neg_05,PP_models_coef_min_05,PP_models_coef_max_05,PP_models_p_01,PP_models_coef_pos_01,PP_models_coef_neg_01,PP_models_coef_min_01,PP_models_coef_max_01,var,l1_models_p_05,l1_models_coef_pos_05,l1_models_coef_neg_05,l1_models_coef_min_05,l1_models_coef_max_05,l1_models_p_01,l1_models_coef_pos_01,l1_models_coef_neg_01,l1_models_coef_min_01,l1_models_coef_max_01,var,l2_models_p_05,l2_models_coef_pos_05,l2_models_coef_neg_05,l2_models_coef_min_05,l2_models_coef_max_05,l2_models_p_01,l2_models_coef_pos_01,l2_models_coef_neg_01,l2_models_coef_min_01,l2_models_coef_max_01,var,l3_models_p_05,l3_models_coef_pos_05,l3_models_coef_neg_05,l3_models_coef_min_05,l3_models_coef_max_05,l3_models_p_01,l3_models_coef_pos_01,l3_models_coef_neg_01,l3_models_coef_min_01,l3_models_coef_max_01,var,l4_models_p_05,l4_models_coef_pos_05,l4_models_coef_neg_05,l4_models_coef_min_05,l4_models_coef_max_05,l4_models_p_01,l4_models_coef_pos_01,l4_models_coef_neg_01,l4_models_coef_min_01,l4_models_coef_max_01
sp75_825,4,1,3,0.0604171,1.353637,2,0,2,0.0604171,0.3801634,sp75_825,2,0,2,0.0604171,0.3801634,2,0,2,0.0604171,0.3801634,sp75_825,2,1,1,0.4293325,1.353637,0,0,0,NA,NA,sp75_825,3,0,3,0.0604171,0.4293325,2,0,2,0.0604171,0.3801634,sp75_825,1,1,0,1.353637,1.353637,0,0,0,NA,NA,sp75_825,1,1,0,1.353637,1.353637,0,0,0,NA,NA,sp75_825,3,0,3,0.0604171,0.4293325,2,0,2,0.0604171,0.3801634,sp75_825,0,0,0,NA,NA,0,0,0,NA,NA,sp75_825,1,0,1,0.0604171,0.0604171,1,0,1,0.0604171,0.0604171,sp75_825,1,1,0,1.353637,1.353637,0,0,0,NA,NA,sp75_825,0,0,0,NA,NA,0,0,0,NA,NA,sp75_825,2,0,2,0.3801634,0.4293325,1,0,1,0.3801634,0.3801634
sp75_827,4,4,0,1.352589,2.249409,1,1,0,2.249409,2.249409,sp75_827,3,3,0,1.353547,2.249409,1,1,0,2.249409,2.249409,sp75_827,1,1,0,1.352589,1.352589,0,0,0,NA,NA,sp75_827,1,1,0,2.249409,2.249409,1,1,0,2.249409,2.249409,sp75_827,3,3,0,1.352589,1.459041,0,0,0,NA,NA,sp75_827,2,2,0,1.353547,1.459041,0,0,0,NA,NA,sp75_827,2,2,0,1.352589,2.249409,1,1,0,2.249409,2.249409,sp75_827,0,0,0,NA,NA,0,0,0,NA,NA,sp75_827,1,1,0,1.353547,1.353547,0,0,0,NA,NA,sp75_827,1,1,0,1.459041,1.459041,0,0,0,NA,NA,sp75_827,1,1,0,1.352589,1.352589,0,0,0,NA,NA,sp75_827,1,1,0,2.249409,2.249409,1,1,0,2.249409,2.249409
sp75_831,9,7,2,0.6876249,3.366103,5,5,0,1.114398,3.366103,sp75_831,3,2,1,0.6876249,1.14528,1,1,0,1.114398,1.114398,sp75_831,6,5,1,0.7118033,3.366103,4,4,0,1.408692,3.366103,sp75_831,1,1,0,3.366103,3.366103,1,1,0,3.366103,3.366103,sp75_831,8,6,2,0.6876249,1.68421,4,4,0,1.114398,1.68421,sp75_831,4,2,2,0.6876249,1.527887,2,2,0,1.114398,1.527887,sp75_831,5,5,0,1.14528,3.366103,3,3,0,1.408692,3.366103,sp75_831,0,0,0,NA,NA,0,0,0,NA,NA,sp75_831,1,1,0,1.408692,1.408692,1,1,0,1.408692,1.408692,sp75_831,2,1,1,0.6876249,1.68421,1,1,0,1.68421,1.68421,sp75_831,1,0,1,0.7118033,0.7118033,0,0,0,NA,NA,sp75_831,5,5,0,1.114398,3.366103,3,3,0,1.114398,3.366103
sp75_832,6,1,5,1.78E-12,1.045179,4,1,3,1.78E-12,1.045179,sp75_832,3,0,3,0.9554392,0.9815347,1,0,1,0.9815347,0.9815347,sp75_832,3,1,2,1.78E-12,1.045179,3,1,2,1.78E-12,1.045179,sp75_832,4,1,3,0.9554392,1.045179,2,1,1,0.9815347,1.045179,sp75_832,2,0,2,1.78E-12,0.6390935,2,0,2,1.78E-12,0.6390935,sp75_832,1,0,1,1.78E-12,1.78E-12,1,0,1,1.78E-12,1.78E-12,sp75_832,0,0,0,NA,NA,0,0,0,NA,NA,sp75_832,5,1,4,0.6390935,1.045179,3,1,2,0.6390935,1.045179,sp75_832,1,0,1,0.9601156,0.9601156,0,0,0,NA,NA,sp75_832,3,0,3,1.78E-12,0.9554392,2,0,2,1.78E-12,0.6390935,sp75_832,0,0,0,NA,NA,0,0,0,NA,NA,sp75_832,2,1,1,0.9815347,1.045179,2,1,1,0.9815347,1.045179
sp75_834,11,1,10,1.49E-11,1.288617,11,1,10,1.49E-11,1.288617,sp75_834,6,0,6,1.82E-10,0.695387,6,0,6,1.82E-10,0.695387,sp75_834,5,1,4,1.49E-11,1.288617,5,1,4,1.49E-11,1.288617,sp75_834,0,0,0,NA,NA,0,0,0,NA,NA,sp75_834,11,1,10,1.49E-11,1.288617,11,1,10,1.49E-11,1.288617,sp75_834,5,0,5,1.49E-11,0.0009681,5,0,5,1.49E-11,0.0009681,sp75_834,0,0,0,NA,NA,0,0,0,NA,NA,sp75_834,6,1,5,0.3300687,1.288617,6,1,5,0.3300687,1.288617,sp75_834,4,0,4,1.49E-11,0.3777199,4,0,4,1.49E-11,0.3777199,sp75_834,3,1,2,7.48E-10,1.288617,3,1,2,7.48E-10,1.288617,sp75_834,4,0,4,1.10E-09,0.695387,4,0,4,1.10E-09,0.695387,sp75_834,0,0,0,NA,NA,0,0,0,NA,NA
sp75_900,0,0,0,NA,NA,0,0,0,NA,NA,sp75_900,0,0,0,NA,NA,0,0,0,NA,NA,sp75_900,0,0,0,NA,NA,0,0,0,NA,NA,sp75_900,0,0,0,NA,NA,0,0,0,NA,NA,sp75_900,0,0,0,NA,NA,0,0,0,NA,NA,sp75_900,0,0,0,NA,NA,0,0,0,NA,NA,sp75_900,0,0,0,NA,NA,0,0,0,NA,NA,sp75_900,0,0,0,NA,NA,0,0,0,NA,NA,sp75_900,0,0,0,NA,NA,0,0,0,NA,NA,sp75_900,0,0,0,NA,NA,0,0,0,NA,NA,sp75_900,0,0,0,NA,NA,0,0,0,NA,NA,sp75_900,0,0,0,NA,NA,0,0,0,NA,NA
sp75_900_2,2,0,2,0.4940892,0.8518782,2,0,2,0.4940892,0.8518782,sp75_900_2,1,0,1,0.8518782,0.8518782,1,0,1,0.8518782,0.8518782,sp75_900_2,1,0,1,0.4940892,0.4940892,1,0,1,0.4940892,0.4940892,sp75_900_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_900_2,2,0,2,0.4940892,0.8518782,2,0,2,0.4940892,0.8518782,sp75_900_2,2,0,2,0.4940892,0.8518782,2,0,2,0.4940892,0.8518782,sp75_900_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_900_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_900_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_900_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_900_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_900_2,2,0,2,0.4940892,0.8518782,2,0,2,0.4940892,0.8518782
sp75_900_3,4,2,2,0.6167599,1.387597,1,0,1,0.9890514,0.9890514,sp75_900_3,2,0,2,0.6167599,0.9890514,1,0,1,0.9890514,0.9890514,sp75_900_3,2,2,0,1.224483,1.387597,0,0,0,NA,NA,sp75_900_3,3,1,2,0.6167599,1.387597,1,0,1,0.9890514,0.9890514,sp75_900_3,1,1,0,1.224483,1.224483,0,0,0,NA,NA,sp75_900_3,2,2,0,1.224483,1.387597,0,0,0,NA,NA,sp75_900_3,1,0,1,0.6167599,0.6167599,0,0,0,NA,NA,sp75_900_3,1,0,1,0.9890514,0.9890514,1,0,1,0.9890514,0.9890514,sp75_900_3,1,0,1,0.9890514,0.9890514,1,0,1,0.9890514,0.9890514,sp75_900_3,2,2,0,1.224483,1.387597,0,0,0,NA,NA,sp75_900_3,1,0,1,0.6167599,0.6167599,0,0,0,NA,NA,sp75_900_3,0,0,0,NA,NA,0,0,0,NA,NA
sp75_900_4,5,5,0,1.000999,3.518241,3,3,0,1.000999,3.518241,sp75_900_4,1,1,0,1.354074,1.354074,0,0,0,NA,NA,sp75_900_4,4,4,0,1.000999,3.518241,3,3,0,1.000999,3.518241,sp75_900_4,4,4,0,1.354074,3.518241,2,2,0,1.567583,3.518241,sp75_900_4,1,1,0,1.000999,1.000999,1,1,0,1.000999,1.000999,sp75_900_4,0,0,0,NA,NA,0,0,0,NA,NA,sp75_900_4,4,4,0,1.354074,3.518241,2,2,0,1.567583,3.518241,sp75_900_4,1,1,0,1.000999,1.000999,1,1,0,1.000999,1.000999,sp75_900_4,1,1,0,1.000999,1.000999,1,1,0,1.000999,1.000999,sp75_900_4,1,1,0,3.518241,3.518241,1,1,0,3.518241,3.518241,sp75_900_4,1,1,0,1.859075,1.859075,0,0,0,NA,NA,sp75_900_4,2,2,0,1.354074,1.567583,1,1,0,1.567583,1.567583
sp75_901,0,0,0,NA,NA,0,0,0,NA,NA,sp75_901,0,0,0,NA,NA,0,0,0,NA,NA,sp75_901,0,0,0,NA,NA,0,0,0,NA,NA,sp75_901,0,0,0,NA,NA,0,0,0,NA,NA,sp75_901,0,0,0,NA,NA,0,0,0,NA,NA,sp75_901,0,0,0,NA,NA,0,0,0,NA,NA,sp75_901,0,0,0,NA,NA,0,0,0,NA,NA,sp75_901,0,0,0,NA,NA,0,0,0,NA,NA,sp75_901,0,0,0,NA,NA,0,0,0,NA,NA,sp75_901,0,0,0,NA,NA,0,0,0,NA,NA,sp75_901,0,0,0,NA,NA,0,0,0,NA,NA,sp75_901,0,0,0,NA,NA,0,0,0,NA,NA
sp75_902,2,1,1,0.9994361,1.000704,1,0,1,0.9994361,0.9994361,sp75_902,1,0,1,0.9994361,0.9994361,1,0,1,0.9994361,0.9994361,sp75_902,1,1,0,1.000704,1.000704,0,0,0,NA,NA,sp75_902,1,0,1,0.9994361,0.9994361,1,0,1,0.9994361,0.9994361,sp75_902,1,1,0,1.000704,1.000704,0,0,0,NA,NA,sp75_902,0,0,0,NA,NA,0,0,0,NA,NA,sp75_902,0,0,0,NA,NA,0,0,0,NA,NA,sp75_902,2,1,1,0.9994361,1.000704,1,0,1,0.9994361,0.9994361,sp75_902,0,0,0,NA,NA,0,0,0,NA,NA,sp75_902,0,0,0,NA,NA,0,0,0,NA,NA,sp75_902,1,1,0,1.000704,1.000704,0,0,0,NA,NA,sp75_902,1,0,1,0.9994361,0.9994361,1,0,1,0.9994361,0.9994361
sp75_902_1,10,7,3,0.339843,7.291635,6,4,2,0.6208853,2.566736,sp75_902_1,4,3,1,0.985619,7.291635,3,2,1,0.985619,2.566736,sp75_902_1,6,4,2,0.339843,1.945237,3,2,1,0.6208853,1.945237,sp75_902_1,4,2,2,0.339843,7.291635,2,1,1,0.985619,2.566736,sp75_902_1,6,5,1,0.6208853,1.945237,4,3,1,0.6208853,1.945237,sp75_902_1,6,5,1,0.339843,7.291635,3,3,0,1.160505,2.566736,sp75_902_1,2,2,0,1.410072,1.945237,1,1,0,1.945237,1.945237,sp75_902_1,2,0,2,0.6208853,0.985619,2,0,2,0.6208853,0.985619,sp75_902_1,1,1,0,1.945237,1.945237,1,1,0,1.945237,1.945237,sp75_902_1,3,1,2,0.339843,7.291635,1,0,1,0.6208853,0.6208853,sp75_902_1,3,3,0,1.160505,2.566736,3,3,0,1.160505,2.566736,sp75_902_1,3,2,1,0.985619,1.459175,1,0,1,0.985619,0.985619
sp75_902_2,9,9,0,1.005486,2.194043,6,6,0,1.005486,1.334654,sp75_902_2,3,3,0,1.005486,1.19748,3,3,0,1.005486,1.19748,sp75_902_2,6,6,0,1.006703,2.194043,3,3,0,1.006703,1.334654,sp75_902_2,6,6,0,1.005486,2.194043,3,3,0,1.005486,1.334654,sp75_902_2,3,3,0,1.066179,1.19748,3,3,0,1.066179,1.19748,sp75_902_2,1,1,0,1.093085,1.093085,0,0,0,NA,NA,sp75_902_2,6,6,0,1.066179,2.194043,4,4,0,1.066179,1.334654,sp75_902_2,2,2,0,1.005486,1.006703,2,2,0,1.005486,1.006703,sp75_902_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_902_2,2,2,0,1.19748,2.194043,1,1,0,1.19748,1.19748,sp75_902_2,3,3,0,1.066179,1.278015,2,2,0,1.066179,1.135351,sp75_902_2,4,4,0,1.005486,1.334654,3,3,0,1.005486,1.334654
sp75_902_4,8,8,0,1.001766,1.300968,4,4,0,1.053001,1.21276,sp75_902_4,4,4,0,1.001766,1.118275,2,2,0,1.053001,1.118275,sp75_902_4,4,4,0,1.059241,1.300968,2,2,0,1.159036,1.21276,sp75_902_4,5,5,0,1.001766,1.300968,2,2,0,1.118275,1.159036,sp75_902_4,3,3,0,1.053001,1.21276,2,2,0,1.053001,1.21276,sp75_902_4,3,3,0,1.059241,1.159036,2,2,0,1.118275,1.159036,sp75_902_4,3,3,0,1.053001,1.300968,2,2,0,1.053001,1.21276,sp75_902_4,2,2,0,1.001766,1.002224,0,0,0,NA,NA,sp75_902_4,0,0,0,NA,NA,0,0,0,NA,NA,sp75_902_4,0,0,0,NA,NA,0,0,0,NA,NA,sp75_902_4,1,1,0,1.002224,1.002224,0,0,0,NA,NA,sp75_902_4,7,7,0,1.001766,1.300968,4,4,0,1.053001,1.21276
sp75_903,10,10,0,1.000233,1.554901,2,2,0,1.103619,1.414292,sp75_903,5,5,0,1.000233,1.554901,1,1,0,1.414292,1.414292,sp75_903,5,5,0,1.001893,1.209623,1,1,0,1.103619,1.103619,sp75_903,5,5,0,1.095678,1.554901,2,2,0,1.103619,1.414292,sp75_903,5,5,0,1.000233,1.209623,0,0,0,NA,NA,sp75_903,4,4,0,1.095678,1.414292,1,1,0,1.414292,1.414292,sp75_903,3,3,0,1.103619,1.554901,1,1,0,1.103619,1.103619,sp75_903,3,3,0,1.000233,1.001893,0,0,0,NA,NA,sp75_903,6,6,0,1.001116,1.554901,0,0,0,NA,NA,sp75_903,1,1,0,1.414292,1.414292,1,1,0,1.414292,1.414292,sp75_903,0,0,0,NA,NA,0,0,0,NA,NA,sp75_903,3,3,0,1.000233,1.103619,1,1,0,1.103619,1.103619
sp75_904,11,11,0,1.002141,1.136133,8,8,0,1.002141,1.125516,sp75_904,8,8,0,1.002141,1.136133,5,5,0,1.002141,1.125516,sp75_904,3,3,0,1.012094,1.031347,3,3,0,1.012094,1.031347,sp75_904,8,8,0,1.002141,1.136133,5,5,0,1.002141,1.125516,sp75_904,3,3,0,1.005207,1.01777,3,3,0,1.005207,1.01777,sp75_904,4,4,0,1.012094,1.125516,4,4,0,1.012094,1.125516,sp75_904,6,6,0,1.005207,1.136133,3,3,0,1.005207,1.031347,sp75_904,1,1,0,1.002141,1.002141,1,1,0,1.002141,1.002141,sp75_904,3,3,0,1.002141,1.125516,2,2,0,1.002141,1.125516,sp75_904,2,2,0,1.119058,1.136133,1,1,0,1.119058,1.119058,sp75_904,2,2,0,1.046111,1.046944,1,1,0,1.046944,1.046944,sp75_904,4,4,0,1.005207,1.031347,4,4,0,1.005207,1.031347
sp75_905,11,0,11,0.1638344,0.9945065,9,0,9,0.1638344,0.9945065,sp75_905,8,0,8,0.2519923,0.9945065,7,0,7,0.4543497,0.9945065,sp75_905,3,0,3,0.1638344,0.7582136,2,0,2,0.1638344,0.7582136,sp75_905,4,0,4,0.1638344,0.9945065,3,0,3,0.1638344,0.9945065,sp75_905,7,0,7,0.4543497,0.9942947,6,0,6,0.4543497,0.9942947,sp75_905,4,0,4,0.2519923,0.9208676,3,0,3,0.6301128,0.9208676,sp75_905,4,0,4,0.1638344,0.6742927,3,0,3,0.1638344,0.6278738,sp75_905,3,0,3,0.993056,0.9945065,3,0,3,0.993056,0.9945065,sp75_905,4,0,4,0.2519923,0.993056,3,0,3,0.4543497,0.993056,sp75_905,1,0,1,0.9942947,0.9942947,1,0,1,0.9942947,0.9942947,sp75_905,0,0,0,NA,NA,0,0,0,NA,NA,sp75_905,6,0,6,0.1638344,0.9945065,5,0,5,0.1638344,0.9945065
sp75_907,0,0,0,NA,NA,0,0,0,NA,NA,sp75_907,0,0,0,NA,NA,0,0,0,NA,NA,sp75_907,0,0,0,NA,NA,0,0,0,NA,NA,sp75_907,0,0,0,NA,NA,0,0,0,NA,NA,sp75_907,0,0,0,NA,NA,0,0,0,NA,NA,sp75_907,0,0,0,NA,NA,0,0,0,NA,NA,sp75_907,0,0,0,NA,NA,0,0,0,NA,NA,sp75_907,0,0,0,NA,NA,0,0,0,NA,NA,sp75_907,0,0,0,NA,NA,0,0,0,NA,NA,sp75_907,0,0,0,NA,NA,0,0,0,NA,NA,sp75_907,0,0,0,NA,NA,0,0,0,NA,NA,sp75_907,0,0,0,NA,NA,0,0,0,NA,NA
sp77_103,7,1,6,7.60E-06,1.169739,5,0,5,7.60E-06,0.8575862,sp77_103,1,1,0,1.169739,1.169739,0,0,0,NA,NA,sp77_103,6,0,6,7.60E-06,0.8575862,5,0,5,7.60E-06,0.8575862,sp77_103,1,1,0,1.169739,1.169739,0,0,0,NA,NA,sp77_103,6,0,6,7.60E-06,0.8575862,5,0,5,7.60E-06,0.8575862,sp77_103,1,0,1,0.3925874,0.3925874,1,0,1,0.3925874,0.3925874,sp77_103,4,1,3,7.60E-06,1.169739,2,0,2,7.60E-06,4.19E-05,sp77_103,2,0,2,0.854869,0.8575862,2,0,2,0.854869,0.8575862,sp77_103,3,0,3,7.60E-06,0.8575862,3,0,3,7.60E-06,0.8575862,sp77_103,2,0,2,4.19E-05,0.854869,2,0,2,4.19E-05,0.854869,sp77_103,0,0,0,NA,NA,0,0,0,NA,NA,sp77_103,2,1,1,0.8304344,1.169739,0,0,0,NA,NA
sp77_104,7,1,6,6.53E-12,411.5556,6,1,5,6.53E-12,411.5556,sp77_104,1,1,0,411.5556,411.5556,1,1,0,411.5556,411.5556,sp77_104,6,0,6,6.53E-12,0.98826,5,0,5,6.53E-12,0.98826,sp77_104,3,1,2,0.3207223,411.5556,2,1,1,0.9777149,411.5556,sp77_104,4,0,4,6.53E-12,0.98826,4,0,4,6.53E-12,0.98826,sp77_104,4,1,3,6.53E-12,411.5556,3,1,2,6.53E-12,411.5556,sp77_104,0,0,0,NA,NA,0,0,0,NA,NA,sp77_104,3,0,3,0.6873888,0.98826,3,0,3,0.6873888,0.98826,sp77_104,0,0,0,NA,NA,0,0,0,NA,NA,sp77_104,2,0,2,6.53E-12,0.6873888,2,0,2,6.53E-12,0.6873888,sp77_104,0,0,0,NA,NA,0,0,0,NA,NA,sp77_104,5,1,4,0.3207223,411.5556,4,1,3,0.387241,411.5556
sp77_1103,2,1,1,0.9544087,1.000595,0,0,0,NA,NA,sp77_1103,1,0,1,0.9544087,0.9544087,0,0,0,NA,NA,sp77_1103,1,1,0,1.000595,1.000595,0,0,0,NA,NA,sp77_1103,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1103,2,1,1,0.9544087,1.000595,0,0,0,NA,NA,sp77_1103,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1103,1,0,1,0.9544087,0.9544087,0,0,0,NA,NA,sp77_1103,1,1,0,1.000595,1.000595,0,0,0,NA,NA,sp77_1103,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1103,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1103,1,0,1,0.9544087,0.9544087,0,0,0,NA,NA,sp77_1103,1,1,0,1.000595,1.000595,0,0,0,NA,NA
sp77_1104,3,3,0,1.008078,1.035295,2,2,0,1.033295,1.035295,sp77_1104,2,2,0,1.008078,1.035295,1,1,0,1.035295,1.035295,sp77_1104,1,1,0,1.033295,1.033295,1,1,0,1.033295,1.033295,sp77_1104,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1104,3,3,0,1.008078,1.035295,2,2,0,1.033295,1.035295,sp77_1104,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1104,3,3,0,1.008078,1.035295,2,2,0,1.033295,1.035295,sp77_1104,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1104,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1104,1,1,0,1.035295,1.035295,1,1,0,1.035295,1.035295,sp77_1104,2,2,0,1.008078,1.033295,1,1,0,1.033295,1.033295,sp77_1104,0,0,0,NA,NA,0,0,0,NA,NA
sp77_1106,10,0,10,6.73E-12,0.9867284,8,0,8,6.73E-12,0.7135828,sp77_1106,4,0,4,3.69E-11,0.9867284,3,0,3,3.69E-11,0.0030008,sp77_1106,6,0,6,6.73E-12,0.9789764,5,0,5,6.73E-12,0.7135828,sp77_1106,2,0,2,0.9789764,0.9867284,0,0,0,NA,NA,sp77_1106,8,0,8,6.73E-12,0.7135828,8,0,8,6.73E-12,0.7135828,sp77_1106,1,0,1,6.73E-12,6.73E-12,1,0,1,6.73E-12,6.73E-12,sp77_1106,6,0,6,3.69E-11,0.0030008,6,0,6,3.69E-11,0.0030008,sp77_1106,3,0,3,0.7135828,0.9867284,1,0,1,0.7135828,0.7135828,sp77_1106,4,0,4,6.73E-12,0.7135828,4,0,4,6.73E-12,0.7135828,sp77_1106,2,0,2,3.69E-11,1.54E-09,2,0,2,3.69E-11,1.54E-09,sp77_1106,2,0,2,1.40E-09,0.0030008,2,0,2,1.40E-09,0.0030008,sp77_1106,2,0,2,0.9789764,0.9867284,0,0,0,NA,NA
sp77_1111,8,3,5,2.11E-10,6.447926,4,1,3,2.11E-10,1.156952,sp77_1111,5,1,4,2.11E-10,1.156952,4,1,3,2.11E-10,1.156952,sp77_1111,3,2,1,0.9895072,6.447926,0,0,0,NA,NA,sp77_1111,4,1,3,2.11E-10,6.447926,2,0,2,2.11E-10,0.0961951,sp77_1111,4,2,2,0.4621638,1.554769,2,1,1,0.4621638,1.156952,sp77_1111,2,0,2,0.0961951,0.1880613,1,0,1,0.0961951,0.0961951,sp77_1111,5,3,2,2.11E-10,6.447926,3,1,2,2.11E-10,1.156952,sp77_1111,1,0,1,0.9895072,0.9895072,0,0,0,NA,NA,sp77_1111,1,0,1,0.1880613,0.1880613,0,0,0,NA,NA,sp77_1111,3,1,2,0.0961951,6.447926,2,0,2,0.0961951,0.4621638,sp77_1111,1,0,1,0.9895072,0.9895072,0,0,0,NA,NA,sp77_1111,3,2,1,2.11E-10,1.554769,2,1,1,2.11E-10,1.156952
sp77_1112,2,1,1,0.9968007,1.000612,1,1,0,1.000612,1.000612,sp77_1112,1,1,0,1.000612,1.000612,1,1,0,1.000612,1.000612,sp77_1112,1,0,1,0.9968007,0.9968007,0,0,0,NA,NA,sp77_1112,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1112,2,1,1,0.9968007,1.000612,1,1,0,1.000612,1.000612,sp77_1112,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1112,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1112,2,1,1,0.9968007,1.000612,1,1,0,1.000612,1.000612,sp77_1112,1,0,1,0.9968007,0.9968007,0,0,0,NA,NA,sp77_1112,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1112,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1112,1,1,0,1.000612,1.000612,1,1,0,1.000612,1.000612
sp77_1403,2,2,0,1.002608,1.421988,0,0,0,NA,NA,sp77_1403,1,1,0,1.002608,1.002608,0,0,0,NA,NA,sp77_1403,1,1,0,1.421988,1.421988,0,0,0,NA,NA,sp77_1403,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1403,2,2,0,1.002608,1.421988,0,0,0,NA,NA,sp77_1403,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1403,1,1,0,1.421988,1.421988,0,0,0,NA,NA,sp77_1403,1,1,0,1.002608,1.002608,0,0,0,NA,NA,sp77_1403,1,1,0,1.002608,1.002608,0,0,0,NA,NA,sp77_1403,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1403,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1403,1,1,0,1.421988,1.421988,0,0,0,NA,NA
sp77_1432,5,3,2,0.9209702,21.00135,3,2,1,0.9879959,21.00135,sp77_1432,2,1,1,0.9209702,1.009727,1,1,0,1.009727,1.009727,sp77_1432,3,2,1,0.9879959,21.00135,2,1,1,0.9879959,21.00135,sp77_1432,1,1,0,21.00135,21.00135,1,1,0,21.00135,21.00135,sp77_1432,4,2,2,0.9209702,1.009727,2,1,1,0.9879959,1.009727,sp77_1432,2,1,1,0.9209702,21.00135,1,1,0,21.00135,21.00135,sp77_1432,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1432,3,2,1,0.9879959,1.009727,2,1,1,0.9879959,1.009727,sp77_1432,2,2,0,1.007254,1.009727,1,1,0,1.009727,1.009727,sp77_1432,2,1,1,0.9879959,21.00135,2,1,1,0.9879959,21.00135,sp77_1432,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1432,1,0,1,0.9209702,0.9209702,0,0,0,NA,NA
sp77_1433,5,1,4,0.3466683,42051.69,4,1,3,0.3466683,42051.69,sp77_1433,3,1,2,0.6798633,42051.69,3,1,2,0.6798633,42051.69,sp77_1433,2,0,2,0.3466683,0.6062844,1,0,1,0.3466683,0.3466683,sp77_1433,3,1,2,0.6798633,42051.69,3,1,2,0.6798633,42051.69,sp77_1433,2,0,2,0.3466683,0.6062844,1,0,1,0.3466683,0.3466683,sp77_1433,1,0,1,0.6798633,0.6798633,1,0,1,0.6798633,0.6798633,sp77_1433,3,1,2,0.3466683,42051.69,2,1,1,0.3466683,42051.69,sp77_1433,1,0,1,0.9887147,0.9887147,1,0,1,0.9887147,0.9887147,sp77_1433,0,0,0,NA,NA,0,0,0,NA,NA,sp77_1433,1,0,1,0.3466683,0.3466683,1,0,1,0.3466683,0.3466683,sp77_1433,1,0,1,0.6062844,0.6062844,0,0,0,NA,NA,sp77_1433,3,1,2,0.6798633,42051.69,3,1,2,0.6798633,42051.69
