var,all_models_p_05,all_models_coef_pos_05,all_models_coef_neg_05,all_models_coef_min_05,all_models_coef_max_05,all_models_p_01,all_models_coef_pos_01,all_models_coef_neg_01,all_models_coef_min_01,all_models_coef_max_01,Y_models_p_05,Y_models_coef_pos_05,Y_models_coef_neg_05,Y_models_coef_min_05,Y_models_coef_max_05,Y_models_p_01,Y_models_coef_pos_01,Y_models_coef_neg_01,Y_models_coef_min_01,Y_models_coef_max_01,Q_models_p_05,Q_models_coef_pos_05,Q_models_coef_neg_05,Q_models_coef_min_05,Q_models_coef_max_05,Q_models_p_01,Q_models_coef_pos_01,Q_models_coef_neg_01,Q_models_coef_min_01,Q_models_coef_max_01,B_models_p_05,B_models_coef_pos_05,B_models_coef_neg_05,B_models_coef_min_05,B_models_coef_max_05,B_models_p_01,B_models_coef_pos_01,B_models_coef_neg_01,B_models_coef_min_01,B_models_coef_max_01,C_models_p_05,C_models_coef_pos_05,C_models_coef_neg_05,C_models_coef_min_05,C_models_coef_max_05,C_models_p_01,C_models_coef_pos_01,C_models_coef_neg_01,C_models_coef_min_01,C_models_coef_max_01,V_models_p_05,V_models_coef_pos_05,V_models_coef_neg_05,V_models_coef_min_05,V_models_coef_max_05,V_models_p_01,V_models_coef_pos_01,V_models_coef_neg_01,V_models_coef_min_01,V_models_coef_max_01,SSV_models_p_05,SSV_models_coef_pos_05,SSV_models_coef_neg_05,SSV_models_coef_min_05,SSV_models_coef_max_05,SSV_models_p_01,SSV_models_coef_pos_01,SSV_models_coef_neg_01,SSV_models_coef_min_01,SSV_models_coef_max_01,PP_models_p_05,PP_models_coef_pos_05,PP_models_coef_neg_05,PP_models_coef_min_05,PP_models_coef_max_05,PP_models_p_01,PP_models_coef_pos_01,PP_models_coef_neg_01,PP_models_coef_min_01,PP_models_coef_max_01,l1_models_p_05,l1_models_coef_pos_05,l1_models_coef_neg_05,l1_models_coef_min_05,l1_models_coef_max_05,l1_models_p_01,l1_models_coef_pos_01,l1_models_coef_neg_01,l1_models_coef_min_01,l1_models_coef_max_01,l2_models_p_05,l2_models_coef_pos_05,l2_models_coef_neg_05,l2_models_coef_min_05,l2_models_coef_max_05,l2_models_p_01,l2_models_coef_pos_01,l2_models_coef_neg_01,l2_models_coef_min_01,l2_models_coef_max_01,l3_models_p_05,l3_models_coef_pos_05,l3_models_coef_neg_05,l3_models_coef_min_05,l3_models_coef_max_05,l3_models_p_01,l3_models_coef_pos_01,l3_models_coef_neg_01,l3_models_coef_min_01,l3_models_coef_max_01,l4_models_p_05,l4_models_coef_pos_05,l4_models_coef_neg_05,l4_models_coef_min_05,l4_models_coef_max_05,l4_models_p_01,l4_models_coef_pos_01,l4_models_coef_neg_01,l4_models_coef_min_01,l4_models_coef_max_01
sp75_501_2,8,0,8,0.1893371,0.9992022,3,0,3,0.4542532,0.9992022,6,0,6,0.1893371,0.9992022,3,0,3,0.4542532,0.9992022,2,0,2,0.3762714,0.9969828,0,0,0,NA,NA,6,0,6,0.1893371,0.8106396,2,0,2,0.4542532,0.8106396,2,0,2,0.9969828,0.9992022,1,0,1,0.9992022,0.9992022,3,0,3,0.5527676,0.8106396,1,0,1,0.8106396,0.8106396,3,0,3,0.1893371,0.4542532,1,0,1,0.4542532,0.4542532,2,0,2,0.9969828,0.9992022,1,0,1,0.9992022,0.9992022,1,0,1,0.5527676,0.5527676,0,0,0,NA,NA,1,0,1,0.1893371,0.1893371,0,0,0,NA,NA,3,0,3,0.3762714,0.8090941,1,0,1,0.4542532,0.4542532,3,0,3,0.8106396,0.9992022,2,0,2,0.8106396,0.9992022
sp75_502,6,5,1,0.6862538,1.012146,0,0,0,NA,NA,4,3,1,0.6862538,1.005295,0,0,0,NA,NA,2,2,0,1.003562,1.012146,0,0,0,NA,NA,2,1,1,0.6862538,1.012146,0,0,0,NA,NA,4,4,0,1.00149,1.005295,0,0,0,NA,NA,1,0,1,0.6862538,0.6862538,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,5,5,0,1.00149,1.012146,0,0,0,NA,NA,2,2,0,1.003562,1.004817,0,0,0,NA,NA,1,1,0,1.005295,1.005295,0,0,0,NA,NA,2,2,0,1.00149,1.012146,0,0,0,NA,NA,1,0,1,0.6862538,0.6862538,0,0,0,NA,NA
sp75_503,8,6,2,0.9993859,1.07998,1,1,0,1.049106,1.049106,4,2,2,0.9993859,1.011799,0,0,0,NA,NA,4,4,0,1.026024,1.07998,1,1,0,1.049106,1.049106,5,3,2,0.9993859,1.07998,1,1,0,1.049106,1.049106,3,3,0,1.011662,1.026203,0,0,0,NA,NA,1,1,0,1.026024,1.026024,0,0,0,NA,NA,5,5,0,1.011662,1.07998,1,1,0,1.049106,1.049106,2,0,2,0.9993859,0.999824,0,0,0,NA,NA,4,3,1,0.9993859,1.07998,0,0,0,NA,NA,2,2,0,1.011799,1.026024,0,0,0,NA,NA,2,1,1,0.999824,1.049106,1,1,0,1.049106,1.049106,0,0,0,NA,NA,0,0,0,NA,NA
sp75_505,4,3,1,0.6034523,1.559775,1,1,0,1.008351,1.008351,2,2,0,1.008351,1.559775,1,1,0,1.008351,1.008351,2,1,1,0.6034523,1.022777,0,0,0,NA,NA,3,3,0,1.008351,1.559775,1,1,0,1.008351,1.008351,1,0,1,0.6034523,0.6034523,0,0,0,NA,NA,1,1,0,1.559775,1.559775,0,0,0,NA,NA,1,0,1,0.6034523,0.6034523,0,0,0,NA,NA,2,2,0,1.008351,1.022777,1,1,0,1.008351,1.008351,2,1,1,0.6034523,1.022777,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.008351,1.559775,1,1,0,1.008351,1.008351
sp75_506_1,9,9,0,1.000631,1.093,4,4,0,1.000718,1.002582,7,7,0,1.000631,1.090177,3,3,0,1.000718,1.002582,2,2,0,1.002432,1.093,1,1,0,1.002432,1.002432,0,0,0,NA,NA,0,0,0,NA,NA,9,9,0,1.000631,1.093,4,4,0,1.000718,1.002582,4,4,0,1.024856,1.093,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,5,5,0,1.000631,1.002582,4,4,0,1.000718,1.002582,2,2,0,1.002582,1.090177,1,1,0,1.002582,1.002582,2,2,0,1.002084,1.087974,1,1,0,1.002084,1.002084,1,1,0,1.000631,1.000631,0,0,0,NA,NA,4,4,0,1.000718,1.093,2,2,0,1.000718,1.002432
sp75_507,2,2,0,1.07179,2.308775,0,0,0,NA,NA,1,1,0,1.07179,1.07179,0,0,0,NA,NA,1,1,0,2.308775,2.308775,0,0,0,NA,NA,1,1,0,2.308775,2.308775,0,0,0,NA,NA,1,1,0,1.07179,1.07179,0,0,0,NA,NA,1,1,0,1.07179,1.07179,0,0,0,NA,NA,1,1,0,2.308775,2.308775,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.07179,1.07179,0,0,0,NA,NA,1,1,0,2.308775,2.308775,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_507_1,1,1,0,1.002887,1.002887,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.002887,1.002887,0,0,0,NA,NA,1,1,0,1.002887,1.002887,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.002887,1.002887,0,0,0,NA,NA,1,1,0,1.002887,1.002887,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_508_1,16,0,16,0.0633811,0.998801,14,0,14,0.0633811,0.9954072,8,0,8,0.4883815,0.998801,6,0,6,0.4883815,0.9951371,8,0,8,0.0633811,0.9954072,8,0,8,0.0633811,0.9954072,3,0,3,0.0633811,0.962636,2,0,2,0.0633811,0.962636,13,0,13,0.1518705,0.998801,12,0,12,0.1518705,0.9954072,8,0,8,0.0633811,0.7867886,7,0,7,0.0633811,0.7867886,0,0,0,NA,NA,0,0,0,NA,NA,8,0,8,0.962636,0.998801,7,0,7,0.962636,0.9954072,4,0,4,0.4883815,0.9954072,4,0,4,0.4883815,0.9954072,6,0,6,0.0633811,0.9887578,6,0,6,0.0633811,0.9887578,4,0,4,0.5429757,0.9951371,4,0,4,0.5429757,0.9951371,2,0,2,0.6984728,0.998801,0,0,0,NA,NA
sp75_509,12,12,0,1.064556,1.966109,7,7,0,1.219013,1.966109,7,7,0,1.064556,1.966109,4,4,0,1.219013,1.966109,5,5,0,1.224767,1.543987,3,3,0,1.224767,1.543987,3,3,0,1.368876,1.966109,3,3,0,1.368876,1.966109,9,9,0,1.064556,1.348919,4,4,0,1.219013,1.348919,6,6,0,1.064556,1.368876,3,3,0,1.22446,1.368876,6,6,0,1.178421,1.966109,4,4,0,1.219013,1.966109,0,0,0,NA,NA,0,0,0,NA,NA,4,4,0,1.219013,1.348919,3,3,0,1.219013,1.348919,2,2,0,1.145418,1.178421,0,0,0,NA,NA,3,3,0,1.064556,1.231659,1,1,0,1.224767,1.224767,3,3,0,1.368876,1.966109,3,3,0,1.368876,1.966109
sp75_510,2,0,2,0.5198858,0.9913058,2,0,2,0.5198858,0.9913058,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.5198858,0.9913058,2,0,2,0.5198858,0.9913058,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.5198858,0.9913058,2,0,2,0.5198858,0.9913058,1,0,1,0.5198858,0.5198858,1,0,1,0.5198858,0.5198858,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9913058,0.9913058,1,0,1,0.9913058,0.9913058,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.5198858,0.9913058,2,0,2,0.5198858,0.9913058,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_512_1,6,2,4,0.03166,1.609637,1,0,1,0.03166,0.03166,3,1,2,0.03166,1.292093,1,0,1,0.03166,0.03166,3,1,2,0.7731876,1.609637,0,0,0,NA,NA,2,0,2,0.03166,0.0950697,1,0,1,0.03166,0.03166,4,2,2,0.7731876,1.609637,0,0,0,NA,NA,1,0,1,0.7731876,0.7731876,0,0,0,NA,NA,4,2,2,0.03166,1.609637,1,0,1,0.03166,0.03166,1,0,1,0.9961241,0.9961241,0,0,0,NA,NA,3,2,1,0.03166,1.609637,1,0,1,0.03166,0.03166,1,0,1,0.0950697,0.0950697,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.7731876,0.9961241,0,0,0,NA,NA
sp75_523,13,0,13,0.8861446,0.9987889,8,0,8,0.8861446,0.9845869,10,0,10,0.9048018,0.9987889,6,0,6,0.9048018,0.9845869,3,0,3,0.8861446,0.9295974,2,0,2,0.8861446,0.9108901,2,0,2,0.9329336,0.9934737,0,0,0,NA,NA,11,0,11,0.8861446,0.9987889,8,0,8,0.8861446,0.9845869,5,0,5,0.9108901,0.9931894,4,0,4,0.9108901,0.9845869,6,0,6,0.8861446,0.9800312,4,0,4,0.8861446,0.9800312,2,0,2,0.9934737,0.9987889,0,0,0,NA,NA,5,0,5,0.912167,0.9987889,2,0,2,0.912167,0.9298888,4,0,4,0.8861446,0.9267504,4,0,4,0.8861446,0.9267504,3,0,3,0.9329336,0.9845869,2,0,2,0.9800312,0.9845869,1,0,1,0.9931894,0.9931894,0,0,0,NA,NA
sp75_523_3,16,0,16,0.8820046,0.9997297,6,0,6,0.8820046,0.9997297,7,0,7,0.8820046,0.9958474,4,0,4,0.8820046,0.9829949,9,0,9,0.9694077,0.9997297,2,0,2,0.9846268,0.9997297,7,0,7,0.8820046,0.9815169,3,0,3,0.8820046,0.9694034,9,0,9,0.9782696,0.9997297,3,0,3,0.9829949,0.9997297,10,0,10,0.8820046,0.9958474,5,0,5,0.8820046,0.9846268,3,0,3,0.8970437,0.9782696,0,0,0,NA,NA,3,0,3,0.9996363,0.9997297,1,0,1,0.9997297,0.9997297,5,0,5,0.8820046,0.9996363,2,0,2,0.8820046,0.9829949,3,0,3,0.90353,0.9996697,1,0,1,0.90353,0.90353,6,0,6,0.9694034,0.9997297,3,0,3,0.9694034,0.9997297,2,0,2,0.9707248,0.9815169,0,0,0,NA,NA
sp75_524,6,6,0,1.002541,1.262798,4,4,0,1.004759,1.262798,2,2,0,1.002541,1.060538,1,1,0,1.060538,1.060538,4,4,0,1.004759,1.262798,3,3,0,1.004759,1.262798,2,2,0,1.008473,1.250586,1,1,0,1.250586,1.250586,4,4,0,1.002541,1.262798,3,3,0,1.004759,1.262798,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.060538,1.262798,3,3,0,1.060538,1.262798,3,3,0,1.002541,1.008473,1,1,0,1.004759,1.004759,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.002541,1.004759,1,1,0,1.004759,1.004759,1,1,0,1.008473,1.008473,0,0,0,NA,NA,3,3,0,1.060538,1.262798,3,3,0,1.060538,1.262798
sp75_602,1,1,0,1.123089,1.123089,0,0,0,NA,NA,1,1,0,1.123089,1.123089,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.123089,1.123089,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.123089,1.123089,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.123089,1.123089,0,0,0,NA,NA
sp75_603,4,3,1,0.9997609,1.133929,0,0,0,NA,NA,2,1,1,0.9997609,1.078252,0,0,0,NA,NA,2,2,0,1.130849,1.133929,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,4,3,1,0.9997609,1.133929,0,0,0,NA,NA,2,2,0,1.078252,1.130849,0,0,0,NA,NA,1,1,0,1.133929,1.133929,0,0,0,NA,NA,1,0,1,0.9997609,0.9997609,0,0,0,NA,NA,3,3,0,1.078252,1.133929,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9997609,0.9997609,0,0,0,NA,NA
sp75_604,21,20,1,0.9999448,1.084388,9,9,0,1.000253,1.061678,10,10,0,1.000314,1.084388,4,4,0,1.00296,1.020022,11,10,1,0.9999448,1.061678,5,5,0,1.000253,1.061678,9,9,0,1.000314,1.084388,2,2,0,1.020022,1.061678,12,11,1,0.9999448,1.025448,7,7,0,1.000253,1.025448,12,12,0,1.00296,1.084388,7,7,0,1.00296,1.061678,4,4,0,1.003431,1.025448,1,1,0,1.025448,1.025448,5,4,1,0.9999448,1.000921,1,1,0,1.000253,1.000253,6,6,0,1.000775,1.084388,3,3,0,1.01083,1.061678,7,7,0,1.000253,1.047931,4,4,0,1.000253,1.025448,5,5,0,1.00296,1.030142,1,1,0,1.00296,1.00296,3,2,1,0.9999448,1.020022,1,1,0,1.020022,1.020022
sp75_605,3,3,0,1.000945,1.311841,0,0,0,NA,NA,1,1,0,1.059219,1.059219,0,0,0,NA,NA,2,2,0,1.000945,1.311841,0,0,0,NA,NA,3,3,0,1.000945,1.311841,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.059219,1.311841,0,0,0,NA,NA,1,1,0,1.000945,1.000945,0,0,0,NA,NA,1,1,0,1.311841,1.311841,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.000945,1.059219,0,0,0,NA,NA
sp75_606,4,0,4,0.8728909,0.9537513,2,0,2,0.9531565,0.9537513,4,0,4,0.8728909,0.9537513,2,0,2,0.9531565,0.9537513,0,0,0,NA,NA,0,0,0,NA,NA,4,0,4,0.8728909,0.9537513,2,0,2,0.9531565,0.9537513,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.8728909,0.9537513,1,0,1,0.9537513,0.9537513,2,0,2,0.9465436,0.9531565,1,0,1,0.9531565,0.9531565,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.8728909,0.8728909,0,0,0,NA,NA,2,0,2,0.9465436,0.9537513,1,0,1,0.9537513,0.9537513,1,0,1,0.9531565,0.9531565,1,0,1,0.9531565,0.9531565
sp75_607,6,3,3,0.9991469,1.311692,1,1,0,1.311692,1.311692,5,3,2,0.9991815,1.311692,1,1,0,1.311692,1.311692,1,0,1,0.9991469,0.9991469,0,0,0,NA,NA,3,3,0,1.002691,1.311692,1,1,0,1.311692,1.311692,3,0,3,0.9991469,0.9997572,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.311692,1.311692,1,1,0,1.311692,1.311692,5,2,3,0.9991469,1.003647,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9991815,0.9991815,0,0,0,NA,NA,3,1,2,0.9991469,1.003647,0,0,0,NA,NA,2,2,0,1.002691,1.311692,1,1,0,1.311692,1.311692
sp75_703_3,7,7,0,1.000685,1.241482,4,4,0,1.000685,1.241482,2,2,0,1.000685,1.052593,1,1,0,1.000685,1.000685,5,5,0,1.002031,1.241482,3,3,0,1.002363,1.241482,0,0,0,NA,NA,0,0,0,NA,NA,7,7,0,1.000685,1.241482,4,4,0,1.000685,1.241482,1,1,0,1.127481,1.127481,0,0,0,NA,NA,3,3,0,1.052593,1.241482,2,2,0,1.216585,1.241482,3,3,0,1.000685,1.002363,2,2,0,1.000685,1.002363,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.002031,1.216585,1,1,0,1.216585,1.216585,0,0,0,NA,NA,0,0,0,NA,NA,4,4,0,1.000685,1.241482,3,3,0,1.000685,1.241482
sp75_703_4,9,3,6,1.09e-07,1.713398,6,2,4,1.09e-07,1.713398,5,1,4,0.3915257,1.151006,3,1,2,0.5693692,1.151006,4,2,2,1.09e-07,1.713398,3,1,2,1.09e-07,1.713398,0,0,0,NA,NA,0,0,0,NA,NA,9,3,6,1.09e-07,1.713398,6,2,4,1.09e-07,1.713398,6,2,4,1.09e-07,1.713398,5,2,3,1.09e-07,1.713398,0,0,0,NA,NA,0,0,0,NA,NA,3,1,2,0.6495544,1.013551,1,0,1,0.6495544,0.6495544,3,0,3,1.09e-07,0.6495544,2,0,2,1.09e-07,0.6495544,2,0,2,0.5693692,0.9960403,1,0,1,0.5693692,0.5693692,1,0,1,0.8249321,0.8249321,1,0,1,0.8249321,0.8249321,3,3,0,1.013551,1.713398,2,2,0,1.151006,1.713398
sp75_807,15,15,0,1.000226,1.14304,3,3,0,1.019098,1.031144,7,7,0,1.000226,1.14304,1,1,0,1.019098,1.019098,8,8,0,1.000557,1.103846,2,2,0,1.030355,1.031144,5,5,0,1.000557,1.14304,0,0,0,NA,NA,10,10,0,1.000226,1.046375,3,3,0,1.019098,1.031144,12,12,0,1.00185,1.14304,3,3,0,1.019098,1.031144,1,1,0,1.046375,1.046375,0,0,0,NA,NA,2,2,0,1.000226,1.000557,0,0,0,NA,NA,3,3,0,1.019098,1.138981,2,2,0,1.019098,1.030355,6,6,0,1.000226,1.14304,1,1,0,1.031144,1.031144,3,3,0,1.004676,1.058158,0,0,0,NA,NA,3,3,0,1.000557,1.006927,0,0,0,NA,NA
sp75_810,14,8,6,0.7386249,1.193079,3,1,2,0.957047,1.193079,9,3,6,0.7386249,1.000955,2,0,2,0.957047,0.9980338,5,5,0,1.000964,1.193079,1,1,0,1.193079,1.193079,6,0,6,0.7386249,0.9980338,2,0,2,0.957047,0.9980338,8,8,0,1.000324,1.193079,1,1,0,1.193079,1.193079,6,2,4,0.7386249,1.117499,1,0,1,0.957047,0.957047,1,1,0,1.193079,1.193079,1,1,0,1.193079,1.193079,7,5,2,0.9977552,1.001157,1,0,1,0.9980338,0.9980338,3,2,1,0.7619791,1.117499,0,0,0,NA,NA,3,2,1,0.7386249,1.001157,0,0,0,NA,NA,6,4,2,0.9173519,1.193079,1,1,0,1.193079,1.193079,2,0,2,0.957047,0.9980338,2,0,2,0.957047,0.9980338
sp75_811,7,1,6,0.3031977,1.004032,3,0,3,0.3031977,0.7623913,2,1,1,0.7623913,1.004032,1,0,1,0.7623913,0.7623913,5,0,5,0.3031977,0.717108,2,0,2,0.3031977,0.4452134,5,1,4,0.3031977,1.004032,2,0,2,0.3031977,0.4452134,2,0,2,0.717108,0.7623913,1,0,1,0.7623913,0.7623913,0,0,0,NA,NA,0,0,0,NA,NA,6,0,6,0.3031977,0.7623913,3,0,3,0.3031977,0.7623913,1,1,0,1.004032,1.004032,0,0,0,NA,NA,3,0,3,0.3031977,0.7623913,2,0,2,0.3031977,0.7623913,1,0,1,0.5117648,0.5117648,0,0,0,NA,NA,1,0,1,0.4452134,0.4452134,1,0,1,0.4452134,0.4452134,2,1,1,0.6704307,1.004032,0,0,0,NA,NA
sp75_812,3,0,3,0.2176944,0.99916,1,0,1,0.99916,0.99916,1,0,1,0.99916,0.99916,1,0,1,0.99916,0.99916,2,0,2,0.2176944,0.9967526,0,0,0,NA,NA,1,0,1,0.2176944,0.2176944,0,0,0,NA,NA,2,0,2,0.9967526,0.99916,1,0,1,0.99916,0.99916,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.2176944,0.2176944,0,0,0,NA,NA,2,0,2,0.9967526,0.99916,1,0,1,0.99916,0.99916,1,0,1,0.2176944,0.2176944,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.9967526,0.99916,1,0,1,0.99916,0.99916
sp75_816,3,0,3,0.7982204,0.9982798,2,0,2,0.9959017,0.9982798,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0.7982204,0.9982798,2,0,2,0.9959017,0.9982798,3,0,3,0.7982204,0.9982798,2,0,2,0.9959017,0.9982798,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.7982204,0.7982204,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.9959017,0.9982798,2,0,2,0.9959017,0.9982798,2,0,2,0.7982204,0.9959017,1,0,1,0.9959017,0.9959017,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9982798,0.9982798,1,0,1,0.9982798,0.9982798
sp75_817,5,0,5,0.0757738,0.9635793,1,0,1,0.0757738,0.0757738,4,0,4,0.0757738,0.9635793,1,0,1,0.0757738,0.0757738,1,0,1,0.1964179,0.1964179,0,0,0,NA,NA,5,0,5,0.0757738,0.9635793,1,0,1,0.0757738,0.0757738,0,0,0,NA,NA,0,0,0,NA,NA,4,0,4,0.0757738,0.3702915,1,0,1,0.0757738,0.0757738,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9635793,0.9635793,0,0,0,NA,NA,1,0,1,0.1112162,0.1112162,0,0,0,NA,NA,3,0,3,0.0757738,0.9635793,1,0,1,0.0757738,0.0757738,1,0,1,0.3702915,0.3702915,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_906,15,0,15,0.1753099,0.9954118,7,0,7,0.1753099,0.7516021,7,0,7,0.1753099,0.9939307,3,0,3,0.1753099,0.7346107,8,0,8,0.3885275,0.9954118,4,0,4,0.3885275,0.7516021,2,0,2,0.1753099,0.5143404,1,0,1,0.1753099,0.1753099,13,0,13,0.3885275,0.9954118,6,0,6,0.3885275,0.7516021,6,0,6,0.5143404,0.9185158,3,0,3,0.5893558,0.7516021,7,0,7,0.1753099,0.9118434,4,0,4,0.1753099,0.4461879,2,0,2,0.9939307,0.9954118,0,0,0,NA,NA,5,0,5,0.1753099,0.9939307,4,0,4,0.1753099,0.7346107,3,0,3,0.3885275,0.7249166,2,0,2,0.3885275,0.5893558,5,0,5,0.5143404,0.9954118,1,0,1,0.7516021,0.7516021,2,0,2,0.6438212,0.9118434,0,0,0,NA,NA
